Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 22:3:23,,
Header Version:,1,,
System Temp (C):,35.62,,
Detector Temp (C):,31.58,,
Humidity (%):,22.82,,
Lamp PD:,3751,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.691,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,0.925501,72949.000000,8660.000000
905.910380,0.932379,86574.000000,10116.000000
909.838291,0.932191,94937.000000,11098.000000
913.761880,0.940676,104155.000000,11940.000000
917.681147,0.942472,115457.000000,13181.000000
921.596093,0.956839,129508.000000,14304.000000
925.506717,0.960582,146775.000000,16072.000000
929.413019,0.969150,166260.000000,17850.000000
933.315000,0.972883,185226.000000,19716.000000
937.212659,0.975304,202728.000000,21459.000000
941.105996,0.979772,218970.000000,22941.000000
944.995012,0.982499,234123.000000,24375.000000
948.879706,0.988802,248597.000000,25509.000000
954.052576,1.006393,267996.000000,26408.000000
957.927186,1.017876,282408.000000,27102.000000
961.797475,1.026697,296402.000000,27873.000000
965.663442,1.037499,310342.000000,28467.000000
969.525087,1.045191,323067.000000,29114.000000
973.382411,1.052207,335535.000000,29753.000000
977.235413,1.059591,347127.000000,30262.000000
981.084093,1.064265,357110.000000,30799.000000
984.928452,1.069030,365762.000000,31201.000000
988.768490,1.073851,373247.000000,31488.000000
992.604205,1.077643,378804.000000,31679.000000
996.435599,1.081933,382649.000000,31686.000000
1000.262671,1.084257,385370.000000,31741.000000
1005.358712,1.087483,387154.000000,31652.000000
1009.175700,1.088917,387134.000000,31546.000000
1012.988367,1.089883,386471.000000,31422.000000
1016.796712,1.088198,385219.000000,31442.000000
1020.600736,1.088362,383747.000000,31310.000000
1024.400438,1.086627,382119.000000,31302.000000
1028.195818,1.084229,379870.000000,31290.000000
1031.986877,1.084838,377704.000000,31068.000000
1035.773614,1.084787,374438.000000,30803.000000
1039.556029,1.085214,370584.000000,30456.000000
1043.334123,1.086777,367475.000000,30092.000000
1047.107895,1.088870,364330.000000,29691.000000
1052.132869,1.085858,359009.000000,29461.000000
1055.896557,1.083663,356290.000000,29386.000000
1059.655924,1.086070,354149.000000,29048.000000
1063.410969,1.085181,351795.000000,28914.000000
1067.161692,1.084748,349463.000000,28751.000000
1070.908094,1.084870,347652.000000,28594.000000
1074.650174,1.084411,346034.000000,28491.000000
1078.387933,1.084712,344815.000000,28371.000000
1082.121369,1.083723,343958.000000,28365.000000
1085.850485,1.082030,343127.000000,28407.000000
1089.575278,1.082065,343191.000000,28410.000000
1093.295750,1.080652,344015.000000,28571.000000
1097.011900,1.078808,344296.000000,28716.000000
1101.960045,1.078267,345137.000000,28822.000000
1105.666111,1.079017,346153.000000,28857.000000
1109.367856,1.078512,346661.000000,28933.000000
1113.065279,1.078818,347841.000000,29011.000000
1116.758381,1.080684,348929.000000,28977.000000
1120.447161,1.086153,350595.000000,28751.000000
1124.131619,1.095143,352040.000000,28278.000000
1127.811756,1.106765,353928.000000,27679.000000
1131.487571,1.125679,355980.000000,26653.000000
1135.159064,1.146752,357920.000000,25529.000000
1138.826236,1.163480,360493.000000,24741.000000
1142.489086,1.180416,363800.000000,24013.000000
1147.366164,1.195596,368112.000000,23463.000000
1151.018930,1.205666,371448.000000,23133.000000
1154.667374,1.217396,375777.000000,22779.000000
1158.311497,1.228172,380111.000000,22477.000000
1161.951299,1.236714,384988.000000,22322.000000
1165.586779,1.244853,389793.000000,22181.000000
1169.217937,1.251108,395608.000000,22190.000000
1172.844773,1.253739,401940.000000,22409.000000
1176.467288,1.256597,408458.000000,22623.000000
1180.085481,1.262124,415500.000000,22722.000000
1183.699353,1.261126,423175.000000,23195.000000
1187.308903,1.258817,431167.000000,23759.000000
1190.914131,1.253078,439458.000000,24538.000000
1195.714379,1.246662,450819.000000,25547.000000
1199.309524,1.246283,460669.000000,26128.000000
1202.900347,1.245594,471029.000000,26758.000000
1206.486848,1.245636,480916.000000,27317.000000
1210.069027,1.245616,491861.000000,27940.000000
1213.646885,1.242786,503550.000000,28791.000000
1217.220421,1.237918,515976.000000,29834.000000
1220.789636,1.230224,526727.000000,31000.000000
1224.354529,1.223907,537290.000000,32085.000000
1227.915100,1.214952,549160.000000,33477.000000
1231.471350,1.205920,561812.000000,34968.000000
1235.023278,1.201482,574865.000000,36148.000000
1239.752460,1.193644,589855.000000,37766.000000
1243.294304,1.189598,602768.000000,38954.000000
1246.831827,1.185164,616327.000000,40239.000000
1250.365028,1.183760,628780.000000,41185.000000
1253.893907,1.181291,640245.000000,42175.000000
1257.418465,1.180913,652792.000000,43039.000000
