Method:,Hadamard 1,,
1286.621715,1.185911,764267.000000,49812.000000
1290.105938,1.188936,774383.000000,50121.000000
1293.585838,1.192858,783466.000000,50253.000000
1297.061417,1.196705,792419.000000,50379.000000
1300.532675,1.200903,802228.000000,50512.000000
1303.999611,1.206619,810668.000000,50376.000000
1307.462225,1.214007,816703.000000,49895.000000
1310.920518,1.222691,823212.000000,49297.000000
1314.374489,1.230444,830491.000000,48853.000000
1317.824138,1.239759,836234.000000,48147.000000
1321.269466,1.250784,840134.000000,47159.000000
1324.710472,1.261151,843025.000000,46205.000000
1328.147156,1.272103,846348.000000,45232.000000
1332.722679,1.288361,850466.000000,43782.000000
1336.149280,1.299370,851778.000000,42752.000000
1339.571559,1.312350,852802.000000,41543.000000
1342.989516,1.322244,853887.000000,40659.000000
1346.403152,1.333736,855068.000000,39652.000000
1349.812466,1.339676,853771.000000,39054.000000
1353.217459,1.347611,852103.000000,38272.000000
1356.618129,1.351636,851003.000000,37870.000000
1360.014478,1.356525,849616.000000,37385.000000
1363.406506,1.360635,847186.000000,36927.000000
1366.794212,1.365924,845120.000000,36391.000000
1370.177596,1.368078,844187.000000,36171.000000
1374.682052,1.373623,841418.000000,35595.000000
1378.055353,1.375453,837589.000000,35284.000000
1381.424332,1.378068,835101.000000,34968.000000
1384.788989,1.380143,832957.000000,34712.000000
1388.149324,1.381065,830471.000000,34535.000000
1391.505338,1.382710,826502.000000,34240.000000
1394.857030,1.381801,822727.000000,34155.000000
1398.204401,1.382314,819381.000000,33976.000000
1401.547450,1.383151,815212.000000,33738.000000
1404.886177,1.382441,810816.000000,33611.000000
1408.220583,1.383547,807007.000000,33368.000000
1411.550667,1.382572,803845.000000,33312.000000
1414.876429,1.382053,800571.000000,33216.000000
1419.304056,1.381171,795411.000000,33069.000000
1422.619735,1.381758,791863.000000,32877.000000
1425.931092,1.382843,789812.000000,32710.000000
1429.238127,1.383032,787498.000000,32600.000000
1432.540841,1.383116,784703.000000,32478.000000
1435.839233,1.382392,781539.000000,32401.000000
1439.133303,1.380645,779314.000000,32439.000000
1442.423052,1.381914,776294.000000,32219.000000
1445.708479,1.380896,773371.000000,32173.000000
1448.989585,1.380938,769695.000000,32017.000000
1452.266369,1.381618,767073.000000,31858.000000
1455.538831,1.382306,762960.000000,31637.000000
1459.895391,1.380737,757300.000000,31516.000000
1463.157769,1.381967,753568.000000,31272.000000
1466.415826,1.384308,749404.000000,30932.000000
1469.669561,1.384079,743755.000000,30715.000000
1472.918975,1.383921,738352.000000,30503.000000
1476.164067,1.382735,733201.000000,30373.000000
1479.404837,1.382667,727341.000000,30135.000000
1482.641285,1.384584,722073.000000,29785.000000
1485.873412,1.382823,716423.000000,29672.000000
1489.101218,1.383560,710602.000000,29381.000000
1492.324701,1.384694,704918.000000,29070.000000
1495.543863,1.383791,699704.000000,28915.000000
1498.758704,1.385738,694048.000000,28553.000000
1503.038435,1.384844,685926.000000,28277.000000
1506.243191,1.386097,680148.000000,27958.000000
1509.443626,1.386556,674608.000000,27701.000000
1512.639740,1.388125,668544.000000,27353.000000
1515.831531,1.387798,662594.000000,27130.000000
1519.019001,1.388991,656483.000000,26806.000000
1522.202150,1.389563,650629.000000,26532.000000
1525.380976,1.390355,645306.000000,26267.000000
1528.555481,1.391445,639735.000000,25975.000000
1531.725665,1.393320,634020.000000,25632.000000
1534.891527,1.392822,627659.000000,25404.000000
1538.053067,1.392336,622269.000000,25214.000000
1542.261731,1.393515,615200.000000,24860.000000
1545.413188,1.394219,609827.000000,24603.000000
1548.560322,1.395317,603717.000000,24295.000000
1551.703135,1.395744,598019.000000,24042.000000
1554.841627,1.397340,592181.000000,23720.000000
1557.975797,1.398575,586908.000000,23442.000000
1561.105645,1.396847,581634.000000,23324.000000
1564.231171,1.397136,575359.000000,23057.000000
1567.352376,1.398637,569413.000000,22740.000000
1570.469260,1.400337,564381.000000,22451.000000
1573.581821,1.400407,559167.000000,22240.000000
1576.690061,1.399837,552834.000000,22017.000000
1579.793979,1.399276,545902.000000,21769.000000
1583.925815,1.397767,538160.000000,21535.000000
1587.019649,1.398183,531798.000000,21260.000000
1590.109162,1.398432,525069.000000,20979.000000
1593.194353,1.397425,517012.000000,20705.000000
1596.275223,1.394674,509702.000000,20542.000000
1599.351771,1.396446,501846.000000,20143.000000
1602.423997,1.394652,494194.000000,19918.000000
1605.491902,1.393671,486692.000000,19660.000000
1608.555485,1.391990,478573.000000,19407.000000
1611.614747,1.393586,470336.000000,19003.000000
1614.669686,1.390643,461923.000000,18790.000000
1617.720304,1.391938,453440.000000,18390.000000
1621.781073,1.388403,442060.000000,18075.000000
1624.821607,1.385210,433505.000000,17856.000000
1627.857820,1.384427,424533.000000,17518.000000
1630.889711,1.384785,415861.000000,17146.000000
1633.917280,1.384054,406856.000000,16803.000000
1636.940528,1.378981,398326.000000,16644.000000
1639.959454,1.377150,388738.000000,16312.000000
1642.974059,1.371954,379099.000000,16099.000000
1645.984342,1.371677,369021.000000,15681.000000
1648.990303,1.369024,358096.000000,15310.000000
1651.991942,1.363554,345876.000000,14975.000000
1654.989260,1.351957,330871.000000,14713.000000
1657.982257,1.339493,313599.000000,14351.000000
1661.966196,1.319549,285561.000000,13682.000000
1664.949108,1.295068,259848.000000,13172.000000
1667.927699,1.269947,231057.000000,12410.000000
1670.901969,1.235068,201989.000000,11756.000000
1673.871916,1.210605,173597.000000,10689.000000
1676.837542,1.173561,147503.000000,9891.000000
1679.798846,1.160358,124801.000000,8627.000000
1682.755829,1.148240,105329.000000,7487.000000
1685.708490,1.143190,89413.000000,6430.000000
1688.656830,1.148488,76575.000000,5440.000000
1691.600847,1.156656,66181.000000,4614.000000
1694.540543,1.185838,57404.000000,3742.000000
1698.453416,1.186372,47491.000000,3092.000000
1701.383028,1.212776,41703.000000,2555.000000
