Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 21:39:31,,
Header Version:,1,,
System Temp (C):,32.98,,
Detector Temp (C):,28.55,,
Humidity (%):,30.06,,
Lamp PD:,3753,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.672,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,0.922005,72949.000000,8730.000000
905.910380,0.928192,86574.000000,10214.000000
909.838291,0.928838,94937.000000,11184.000000
913.761880,0.937451,104155.000000,12029.000000
917.681147,0.940631,115457.000000,13237.000000
921.596093,0.950629,129508.000000,14510.000000
925.506717,0.960798,146775.000000,16064.000000
929.413019,0.971418,166260.000000,17757.000000
933.315000,0.975535,185226.000000,19596.000000
937.212659,0.980496,202728.000000,21204.000000
941.105996,0.991593,218970.000000,22325.000000
944.995012,0.999635,234123.000000,23432.000000
948.879706,1.011824,248597.000000,24192.000000
954.052576,1.035431,267996.000000,24700.000000
957.927186,1.050132,282408.000000,25162.000000
961.797475,1.065034,296402.000000,25518.000000
965.663442,1.074286,310342.000000,26155.000000
969.525087,1.082489,323067.000000,26718.000000
973.382411,1.090339,335535.000000,27252.000000
977.235413,1.097194,347127.000000,27752.000000
981.084093,1.101507,357110.000000,28268.000000
984.928452,1.106119,365762.000000,28647.000000
988.768490,1.107179,373247.000000,29162.000000
992.604205,1.109905,378804.000000,29411.000000
996.435599,1.111450,382649.000000,29604.000000
1000.262671,1.113238,385370.000000,29692.000000
1005.358712,1.112983,387154.000000,29847.000000
1009.175700,1.111146,387134.000000,29972.000000
1012.988367,1.108940,386471.000000,30073.000000
1016.796712,1.106089,385219.000000,30173.000000
1020.600736,1.105262,383747.000000,30115.000000
1024.400438,1.099568,382119.000000,30383.000000
1028.195818,1.099168,379870.000000,30232.000000
1031.986877,1.096972,377704.000000,30212.000000
