Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 21:35:28,,
Header Version:,1,,
System Temp (C):,31.53,,
Detector Temp (C):,27.15,,
Humidity (%):,30.09,,
Lamp PD:,3756,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.673,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,1.342536,72949.000000,3315.000000
905.910380,1.346212,86574.000000,3901.000000
909.838291,1.339646,94937.000000,4343.000000
913.761880,1.350227,104155.000000,4650.000000
917.681147,1.356044,115457.000000,5086.000000
921.596093,1.355660,129508.000000,5710.000000
925.506717,1.356890,146775.000000,6453.000000
929.413019,1.367820,166260.000000,7128.000000
933.315000,1.368977,185226.000000,7920.000000
937.212659,1.367394,202728.000000,8700.000000
941.105996,1.364585,218970.000000,9458.000000
944.995012,1.363021,234123.000000,10149.000000
948.879706,1.364209,248597.000000,10747.000000
954.052576,1.368035,267996.000000,11484.000000
957.927186,1.370611,282408.000000,12030.000000
961.797475,1.371683,296402.000000,12595.000000
965.663442,1.371267,310342.000000,13200.000000
969.525087,1.362885,323067.000000,14009.000000
973.382411,1.360701,335535.000000,14623.000000
977.235413,1.353673,347127.000000,15375.000000
981.084093,1.343904,357110.000000,16177.000000
984.928452,1.337631,365762.000000,16810.000000
988.768490,1.328909,373247.000000,17502.000000
992.604205,1.326460,378804.000000,17863.000000
996.435599,1.320326,382649.000000,18301.000000
1000.262671,1.314199,385370.000000,18693.000000
1005.358712,1.310802,387154.000000,18927.000000
1009.175700,1.304764,387134.000000,19191.000000
1012.988367,1.296148,386471.000000,19542.000000
1016.796712,1.289767,385219.000000,19767.000000
1020.600736,1.280180,383747.000000,20131.000000
1024.400438,1.274318,382119.000000,20318.000000
1028.195818,1.268454,379870.000000,20473.000000
1031.986877,1.262568,377704.000000,20634.000000
1035.773614,1.259998,374438.000000,20577.000000
1039.556029,1.255251,370584.000000,20589.000000
1043.334123,1.255449,367475.000000,20407.000000
1047.107895,1.252461,364330.000000,20372.000000
1052.132869,1.245816,359009.000000,20384.000000
1055.896557,1.240856,356290.000000,20462.000000
1059.655924,1.239364,354149.000000,20409.000000
1063.410969,1.235172,351795.000000,20470.000000
1067.161692,1.232772,349463.000000,20447.000000
1070.908094,1.232090,347652.000000,20373.000000
1074.650174,1.229659,346034.000000,20392.000000
1078.387933,1.230069,344815.000000,20301.000000
1082.121369,1.229545,343958.000000,20275.000000
1085.850485,1.230641,343127.000000,20175.000000
1089.575278,1.232124,343191.000000,20110.000000
1093.295750,1.234636,344015.000000,20042.000000
1097.011900,1.236358,344296.000000,19979.000000
1101.960045,1.240778,345137.000000,19825.000000
1105.666111,1.249233,346153.000000,19500.000000
1109.367856,1.255722,346661.000000,19239.000000
1113.065279,1.262924,347841.000000,18987.000000
1116.758381,1.273715,348929.000000,18579.000000
1120.447161,1.286049,350595.000000,18145.000000
1124.131619,1.301005,352040.000000,17603.000000
1127.811756,1.325108,353928.000000,16742.000000
1131.487571,1.350411,355980.000000,15886.000000
1135.159064,1.375529,357920.000000,15075.000000
1138.826236,1.398534,360493.000000,14400.000000
1142.489086,1.415356,363800.000000,13980.000000
1147.366164,1.437193,368112.000000,13452.000000
1151.018930,1.458501,371448.000000,12924.000000
1154.667374,1.488499,375777.000000,12202.000000
1158.311497,1.518119,380111.000000,11529.000000
1161.951299,1.544291,384988.000000,10994.000000
1165.586779,1.562955,389793.000000,10663.000000
1169.217937,1.587602,395608.000000,10225.000000
1172.844773,1.600658,401940.000000,10081.000000
1176.467288,1.612670,408458.000000,9965.000000
1180.085481,1.610781,415500.000000,10181.000000
1183.699353,1.605952,423175.000000,10485.000000
1187.308903,1.599777,431167.000000,10836.000000
1190.914131,1.591379,439458.000000,11260.000000
1195.714379,1.591195,450819.000000,11556.000000
1199.309524,1.590111,460669.000000,11838.000000
1202.900347,1.593866,471029.000000,12000.000000
1206.486848,1.592588,480916.000000,12288.000000
1210.069027,1.592507,491861.000000,12570.000000
1213.646885,1.591891,503550.000000,12887.000000
1217.220421,1.585622,515976.000000,13397.000000
1220.789636,1.574931,526727.000000,14017.000000
1224.354529,1.568063,537290.000000,14526.000000
1227.915100,1.561557,549160.000000,15071.000000
1231.471350,1.551980,561812.000000,15762.000000
1235.023278,1.551044,574865.000000,16163.000000
1239.752460,1.541447,589855.000000,16955.000000
1243.294304,1.536641,602768.000000,17519.000000
1246.831827,1.530217,616327.000000,18180.000000
1250.365028,1.523787,628780.000000,18824.000000
1253.893907,1.522977,640245.000000,19203.000000
1257.418465,1.518483,652792.000000,19783.000000
1260.938701,1.515964,665945.000000,20299.000000
1264.454615,1.510790,678287.000000,20923.000000
1267.966208,1.505869,690806.000000,21552.000000
1271.473479,1.502316,704539.000000,22161.000000
1274.976429,1.498185,718686.000000,22822.000000
1278.475056,1.494417,732831.000000,23474.000000
1281.969363,1.492172,745575.000000,24006.000000
1286.621715,1.487517,764267.000000,24873.000000
1290.105938,1.482024,774383.000000,25523.000000
1293.585838,1.476997,783466.000000,26123.000000
1297.061417,1.476776,792419.000000,26435.000000
1300.532675,1.471280,802228.000000,27103.000000
1303.999611,1.477206,810668.000000,27017.000000
1307.462225,1.479415,816703.000000,27080.000000
1310.920518,1.482366,823212.000000,27111.000000
1314.374489,1.489518,830491.000000,26904.000000
1317.824138,1.497218,836234.000000,26614.000000
1321.269466,1.503947,840134.000000,26327.000000
1324.710472,1.511335,843025.000000,25972.000000
1328.147156,1.522015,846348.000000,25441.000000
1332.722679,1.537224,850466.000000,24685.000000
1336.149280,1.551692,851778.000000,23913.000000
1339.571559,1.569555,852802.000000,22977.000000
1342.989516,1.589669,853887.000000,21965.000000
1346.403152,1.606629,855068.000000,21153.000000
1349.812466,1.619927,853771.000000,20484.000000
1353.217459,1.628161,852103.000000,20060.000000
1356.618129,1.632740,851003.000000,19824.000000
1360.014478,1.638454,849616.000000,19533.000000
1363.406506,1.647082,847186.000000,19094.000000
1366.794212,1.655844,845120.000000,18667.000000
1370.177596,1.663964,844187.000000,18301.000000
1374.682052,1.670899,841418.000000,17952.000000
1378.055353,1.678556,837589.000000,17558.000000
1381.424332,1.681265,835101.000000,17397.000000
1384.788989,1.685044,832957.000000,17202.000000
1388.149324,1.688339,830471.000000,17021.000000
1391.505338,1.692711,826502.000000,16770.000000
1394.857030,1.695593,822727.000000,16583.000000
1398.204401,1.698351,819381.000000,16411.000000
1401.547450,1.699110,815212.000000,16299.000000
1404.886177,1.698443,810816.000000,16236.000000
1408.220583,1.700078,807007.000000,16099.000000
1411.550667,1.702058,803845.000000,15963.000000
1414.876429,1.701402,800571.000000,15922.000000
1419.304056,1.697613,795411.000000,15958.000000
1422.619735,1.694286,791863.000000,16009.000000
1425.931092,1.693730,789812.000000,15988.000000
1429.238127,1.689478,787498.000000,16098.000000
1432.540841,1.691700,784703.000000,15959.000000
1435.839233,1.688668,781539.000000,16006.000000
1439.133303,1.687864,779314.000000,15990.000000
1442.423052,1.685879,776294.000000,16001.000000
1445.708479,1.684784,773371.000000,15981.000000
1448.989585,1.683885,769695.000000,15938.000000
1452.266369,1.682348,767073.000000,15940.000000
1455.538831,1.684395,762960.000000,15780.000000
1459.895391,1.684060,757300.000000,15675.000000
1463.157769,1.679484,753568.000000,15763.000000
1466.415826,1.678457,749404.000000,15713.000000
1469.669561,1.677415,743755.000000,15632.000000
1472.918975,1.675083,738352.000000,15602.000000
1476.164067,1.672071,733201.000000,15601.000000
1479.404837,1.668697,727341.000000,15597.000000
1482.641285,1.666153,722073.000000,15575.000000
1485.873412,1.665595,716423.000000,15473.000000
1489.101218,1.663796,710602.000000,15411.000000
1492.324701,1.664840,704918.000000,15251.000000
1495.543863,1.659117,699704.000000,15339.000000
1498.758704,1.657778,694048.000000,15262.000000
1503.038435,1.656266,685926.000000,15136.000000
1506.243191,1.653224,680148.000000,15114.000000
1509.443626,1.650218,674608.000000,15095.000000
1512.639740,1.649995,668544.000000,14967.000000
1515.831531,1.649199,662594.000000,14861.000000
1519.019001,1.645760,656483.000000,14841.000000
1522.202150,1.645249,650629.000000,14726.000000
1525.380976,1.644878,645306.000000,14618.000000
1528.555481,1.642660,639735.000000,14566.000000
1531.725665,1.644133,634020.000000,14387.000000
1534.891527,1.643726,627659.000000,14256.000000
1538.053067,1.644390,622269.000000,14112.000000
1542.261731,1.641340,615200.000000,14050.000000
1545.413188,1.638025,609827.000000,14034.000000
1548.560322,1.638475,603717.000000,13879.000000
1551.703135,1.639266,598019.000000,13723.000000
1554.841627,1.639203,592181.000000,13591.000000
1557.975797,1.638751,586908.000000,13484.000000
1561.105645,1.638583,581634.000000,13368.000000
1564.231171,1.639135,575359.000000,13207.000000
1567.352376,1.633900,569413.000000,13229.000000
1570.469260,1.636728,564381.000000,13027.000000
1573.581821,1.638537,559167.000000,12853.000000
1576.690061,1.637357,552834.000000,12742.000000
1579.793979,1.634818,545902.000000,12656.000000
1583.925815,1.639667,538160.000000,12338.000000
1587.019649,1.635171,531798.000000,12319.000000
1590.109162,1.633750,525069.000000,12203.000000
1593.194353,1.633235,517012.000000,12030.000000
1596.275223,1.632683,509702.000000,11875.000000
1599.351771,1.636300,501846.000000,11595.000000
1602.423997,1.632181,494194.000000,11527.000000
1605.491902,1.637416,486692.000000,11216.000000
1608.555485,1.639385,478573.000000,10979.000000
1611.614747,1.642416,470336.000000,10715.000000
1614.669686,1.637261,461923.000000,10649.000000
1617.720304,1.634256,453440.000000,10526.000000
1621.781073,1.633911,442060.000000,10270.000000
1624.821607,1.631942,433505.000000,10117.000000
1627.857820,1.628650,424533.000000,9983.000000
1630.889711,1.637039,415861.000000,9592.000000
1633.917280,1.630439,406856.000000,9528.000000
1636.940528,1.631522,398326.000000,9305.000000
1639.959454,1.625397,388738.000000,9210.000000
1642.974059,1.630976,379099.000000,8867.000000
1645.984342,1.629433,369021.000000,8662.000000
1648.990303,1.628223,358096.000000,8429.000000
1651.991942,1.634205,345876.000000,8030.000000
1654.989260,1.632999,330871.000000,7703.000000
1657.982257,1.638922,313599.000000,7202.000000
1661.966196,1.639060,285561.000000,6556.000000
1664.949108,1.643720,259848.000000,5902.000000
1667.927699,1.644637,231057.000000,5237.000000
1670.901969,1.636662,201989.000000,4663.000000
1673.871916,1.625067,173597.000000,4116.000000
1676.837542,1.612619,147503.000000,3599.000000
1679.798846,1.616355,124801.000000,3019.000000
1682.755829,1.614478,105329.000000,2559.000000
1685.708490,1.592514,89413.000000,2285.000000
1688.656830,1.604648,76575.000000,1903.000000
1691.600847,1.610682,66181.000000,1622.000000
1694.540543,1.617806,57404.000000,1384.000000
1698.453416,1.628170,47491.000000,1118.000000
1701.383028,1.590784,41703.000000,1070.000000
