Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 21:35:36,,
Header Version:,1,,
System Temp (C):,31.62,,
Detector Temp (C):,27.37,,
Humidity (%):,30,,
Lamp PD:,3756,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.675,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,1.344111,72949.000000,3303.000000
905.910380,1.356235,86574.000000,3812.000000
909.838291,1.356363,94937.000000,4179.000000
913.761880,1.352756,104155.000000,4623.000000
917.681147,1.352896,115457.000000,5123.000000
921.596093,1.359634,129508.000000,5658.000000
925.506717,1.355479,146775.000000,6474.000000
929.413019,1.365814,166260.000000,7161.000000
933.315000,1.371727,185226.000000,7870.000000
937.212659,1.368144,202728.000000,8685.000000
941.105996,1.368321,218970.000000,9377.000000
944.995012,1.370444,234123.000000,9977.000000
948.879706,1.364168,248597.000000,10748.000000
954.052576,1.370120,267996.000000,11429.000000
957.927186,1.375367,282408.000000,11899.000000
961.797475,1.373168,296402.000000,12552.000000
965.663442,1.371069,310342.000000,13206.000000
969.525087,1.364221,323067.000000,13966.000000
973.382411,1.358066,335535.000000,14712.000000
977.235413,1.353730,347127.000000,15373.000000
981.084093,1.346570,357110.000000,16078.000000
984.928452,1.337269,365762.000000,16824.000000
988.768490,1.332222,373247.000000,17369.000000
992.604205,1.326606,378804.000000,17857.000000
996.435599,1.318739,382649.000000,18368.000000
1000.262671,1.317089,385370.000000,18569.000000
1005.358712,1.311882,387154.000000,18880.000000
1009.175700,1.305262,387134.000000,19169.000000
1012.988367,1.295171,386471.000000,19586.000000
1016.796712,1.288232,385219.000000,19837.000000
1020.600736,1.281909,383747.000000,20051.000000
1024.400438,1.273762,382119.000000,20344.000000
1028.195818,1.269197,379870.000000,20438.000000
1031.986877,1.263981,377704.000000,20567.000000
1035.773614,1.261308,374438.000000,20515.000000
1039.556029,1.257239,370584.000000,20495.000000
1043.334123,1.255491,367475.000000,20405.000000
1047.107895,1.250632,364330.000000,20458.000000
1052.132869,1.244986,359009.000000,20423.000000
1055.896557,1.243410,356290.000000,20342.000000
1059.655924,1.241562,354149.000000,20306.000000
1063.410969,1.235660,351795.000000,20447.000000
1067.161692,1.232878,349463.000000,20442.000000
1070.908094,1.234077,347652.000000,20280.000000
1074.650174,1.229851,346034.000000,20383.000000
1078.387933,1.232471,344815.000000,20189.000000
1082.121369,1.230617,343958.000000,20225.000000
1085.850485,1.229502,343127.000000,20228.000000
1089.575278,1.231973,343191.000000,20117.000000
1093.295750,1.234333,344015.000000,20056.000000
1097.011900,1.234948,344296.000000,20044.000000
1101.960045,1.246134,345137.000000,19582.000000
1105.666111,1.248499,346153.000000,19533.000000
1109.367856,1.255023,346661.000000,19270.000000
1113.065279,1.264483,347841.000000,18919.000000
1116.758381,1.272128,348929.000000,18647.000000
1120.447161,1.285236,350595.000000,18179.000000
1124.131619,1.303554,352040.000000,17500.000000
1127.811756,1.325938,353928.000000,16710.000000
1131.487571,1.354366,355980.000000,15742.000000
1135.159064,1.374033,357920.000000,15127.000000
1138.826236,1.397360,360493.000000,14439.000000
1142.489086,1.414921,363800.000000,13994.000000
1147.366164,1.440694,368112.000000,13344.000000
1151.018930,1.460454,371448.000000,12866.000000
1154.667374,1.486511,375777.000000,12258.000000
1158.311497,1.518006,380111.000000,11532.000000
1161.951299,1.542675,384988.000000,11035.000000
1165.586779,1.562995,389793.000000,10662.000000
1169.217937,1.582997,395608.000000,10334.000000
1172.844773,1.600830,401940.000000,10077.000000
1176.467288,1.611408,408458.000000,9994.000000
1180.085481,1.612662,415500.000000,10137.000000
1183.699353,1.604298,423175.000000,10525.000000
1187.308903,1.599576,431167.000000,10841.000000
1190.914131,1.589724,439458.000000,11303.000000
1195.714379,1.587602,450819.000000,11652.000000
1199.309524,1.593314,460669.000000,11751.000000
1202.900347,1.592999,471029.000000,12024.000000
1206.486848,1.592800,480916.000000,12282.000000
1210.069027,1.591403,491861.000000,12602.000000
1213.646885,1.596260,503550.000000,12758.000000
1217.220421,1.587799,515976.000000,13330.000000
1220.789636,1.577447,526727.000000,13936.000000
1224.354529,1.570010,537290.000000,14461.000000
1227.915100,1.564100,549160.000000,14983.000000
1231.471350,1.553885,561812.000000,15693.000000
1235.023278,1.550614,574865.000000,16179.000000
1239.752460,1.543527,589855.000000,16874.000000
1243.294304,1.539501,602768.000000,17404.000000
1246.831827,1.530719,616327.000000,18159.000000
1250.365028,1.526170,628780.000000,18721.000000
1253.893907,1.521082,640245.000000,19287.000000
1257.418465,1.520044,652792.000000,19712.000000
1260.938701,1.514703,665945.000000,20358.000000
1264.454615,1.510935,678287.000000,20916.000000
1267.966208,1.507099,690806.000000,21491.000000
1271.473479,1.502688,704539.000000,22142.000000
1274.976429,1.499520,718686.000000,22752.000000
1278.475056,1.495695,732831.000000,23405.000000
1281.969363,1.493041,745575.000000,23958.000000
1286.621715,1.486070,764267.000000,24956.000000
1290.105938,1.479801,774383.000000,25654.000000
1293.585838,1.479448,783466.000000,25976.000000
1297.061417,1.476759,792419.000000,26436.000000
1300.532675,1.473739,802228.000000,26950.000000
1303.999611,1.477045,810668.000000,27027.000000
1307.462225,1.480138,816703.000000,27035.000000
1310.920518,1.481486,823212.000000,27166.000000
1314.374489,1.487939,830491.000000,27002.000000
1317.824138,1.495296,836234.000000,26732.000000
1321.269466,1.504409,840134.000000,26299.000000
1324.710472,1.510884,843025.000000,25999.000000
1328.147156,1.521281,846348.000000,25484.000000
1332.722679,1.537875,850466.000000,24648.000000
1336.149280,1.550767,851778.000000,23964.000000
1339.571559,1.570747,852802.000000,22914.000000
1342.989516,1.589274,853887.000000,21985.000000
1346.403152,1.608687,855068.000000,21053.000000
1349.812466,1.618213,853771.000000,20565.000000
1353.217459,1.628594,852103.000000,20040.000000
1356.618129,1.634122,851003.000000,19761.000000
1360.014478,1.640214,849616.000000,19454.000000
1363.406506,1.647583,847186.000000,19072.000000
1366.794212,1.655588,845120.000000,18678.000000
1370.177596,1.663371,844187.000000,18326.000000
1374.682052,1.672304,841418.000000,17894.000000
1378.055353,1.677099,837589.000000,17617.000000
1381.424332,1.680267,835101.000000,17437.000000
1384.788989,1.687398,832957.000000,17109.000000
1388.149324,1.689131,830471.000000,16990.000000
1391.505338,1.692116,826502.000000,16793.000000
1394.857030,1.694337,822727.000000,16631.000000
1398.204401,1.698483,819381.000000,16406.000000
1401.547450,1.700016,815212.000000,16265.000000
1404.886177,1.700347,810816.000000,16165.000000
1408.220583,1.698974,807007.000000,16140.000000
1411.550667,1.703284,803845.000000,15918.000000
1414.876429,1.698954,800571.000000,16012.000000
1419.304056,1.695929,795411.000000,16020.000000
1422.619735,1.697800,791863.000000,15880.000000
1425.931092,1.692428,789812.000000,16036.000000
1429.238127,1.689720,787498.000000,16089.000000
1432.540841,1.689772,784703.000000,16030.000000
1435.839233,1.686800,781539.000000,16075.000000
1439.133303,1.686806,779314.000000,16029.000000
1442.423052,1.684145,776294.000000,16065.000000
1445.708479,1.686172,773371.000000,15930.000000
1448.989585,1.686755,769695.000000,15833.000000
1452.266369,1.677930,767073.000000,16103.000000
1455.538831,1.684532,762960.000000,15775.000000
1459.895391,1.683230,757300.000000,15705.000000
1463.157769,1.680946,753568.000000,15710.000000
1466.415826,1.678761,749404.000000,15702.000000
1469.669561,1.674756,743755.000000,15728.000000
1472.918975,1.674972,738352.000000,15606.000000
1476.164067,1.673493,733201.000000,15550.000000
1479.404837,1.669059,727341.000000,15584.000000
1482.641285,1.663734,722073.000000,15662.000000
1485.873412,1.666382,716423.000000,15445.000000
1489.101218,1.662839,710602.000000,15445.000000
1492.324701,1.663220,704918.000000,15308.000000
1495.543863,1.656520,699704.000000,15431.000000
1498.758704,1.654179,694048.000000,15389.000000
1503.038435,1.656123,685926.000000,15141.000000
1506.243191,1.651732,680148.000000,15166.000000
1509.443626,1.652642,674608.000000,15011.000000
1512.639740,1.650169,668544.000000,14961.000000
1515.831531,1.644867,662594.000000,15010.000000
1519.019001,1.645702,656483.000000,14843.000000
1522.202150,1.647733,650629.000000,14642.000000
1525.380976,1.643484,645306.000000,14665.000000
1528.555481,1.641201,639735.000000,14615.000000
1531.725665,1.642415,634020.000000,14444.000000
1534.891527,1.642266,627659.000000,14304.000000
1538.053067,1.647106,622269.000000,14024.000000
1542.261731,1.644816,615200.000000,13938.000000
1545.413188,1.637932,609827.000000,14037.000000
1548.560322,1.639729,603717.000000,13839.000000
1551.703135,1.639678,598019.000000,13710.000000
1554.841627,1.641253,592181.000000,13527.000000
1557.975797,1.638622,586908.000000,13488.000000
1561.105645,1.635669,581634.000000,13458.000000
1564.231171,1.633418,575359.000000,13382.000000
1567.352376,1.633835,569413.000000,13231.000000
1570.469260,1.634069,564381.000000,13107.000000
1573.581821,1.635674,559167.000000,12938.000000
1576.690061,1.635487,552834.000000,12797.000000
1579.793979,1.634235,545902.000000,12673.000000
1583.925815,1.638752,538160.000000,12364.000000
1587.019649,1.633658,531798.000000,12362.000000
1590.109162,1.629711,525069.000000,12317.000000
1593.194353,1.632982,517012.000000,12037.000000
1596.275223,1.631879,509702.000000,11897.000000
1599.351771,1.636487,501846.000000,11590.000000
1602.423997,1.636878,494194.000000,11403.000000
1605.491902,1.634637,486692.000000,11288.000000
