Method:,Hadamard 1,,
1078.387933,1.095640,344815.000000,27666.000000
1082.121369,1.196796,343958.000000,21863.000000
1085.850485,1.272814,343127.000000,18308.000000
1089.575278,1.207850,343191.000000,21266.000000
1093.295750,1.191694,344015.000000,22125.000000
1097.011900,1.175487,344296.000000,22985.000000
1101.960045,1.358038,345137.000000,15134.000000
1105.666111,1.200951,346153.000000,21793.000000
1109.367856,1.163584,346661.000000,23786.000000
1113.065279,1.320149,347841.000000,16643.000000
1116.758381,1.211026,348929.000000,21464.000000
1120.447161,1.174755,350595.000000,23445.000000
1124.131619,1.221631,352040.000000,21133.000000
1127.811756,1.243069,353928.000000,20223.000000
1131.487571,1.266386,355980.000000,19277.000000
1135.159064,1.231381,357920.000000,21009.000000
1138.826236,1.308874,360493.000000,17702.000000
1142.489086,1.295809,363800.000000,18410.000000
1147.366164,1.460231,368112.000000,12757.000000
1151.018930,1.326910,371448.000000,17498.000000
1154.667374,1.238531,375777.000000,21697.000000
1158.311497,1.335510,380111.000000,17555.000000
1161.951299,1.355100,384988.000000,16996.000000
1165.586779,1.307194,389793.000000,19215.000000
1169.217937,1.365108,395608.000000,17067.000000
1172.844773,1.366819,401940.000000,17272.000000
1176.467288,1.405862,408458.000000,16043.000000
1180.085481,1.266253,415500.000000,22507.000000
1183.699353,1.356564,423175.000000,18619.000000
1187.308903,1.404631,431167.000000,16983.000000
1190.914131,1.290310,439458.000000,22522.000000
1195.714379,1.325215,450819.000000,21320.000000
1199.309524,1.295102,460669.000000,23350.000000
1202.900347,1.253092,471029.000000,26300.000000
1206.486848,1.322120,480916.000000,22906.000000
1210.069027,1.307220,491861.000000,24245.000000
1213.646885,1.359166,503550.000000,22023.000000
1217.220421,1.301498,515976.000000,25771.000000
1220.789636,1.238798,526727.000000,30394.000000
1224.354529,1.402217,537290.000000,21281.000000
1227.915100,1.282180,549160.000000,28676.000000
1231.471350,1.240604,561812.000000,32284.000000
1235.023278,1.310520,574865.000000,28122.000000
1239.752460,1.269946,589855.000000,31681.000000
1243.294304,1.263364,602768.000000,32869.000000
1246.831827,1.249419,616327.000000,34705.000000
1250.365028,1.259448,628780.000000,34598.000000
1253.893907,1.250478,640245.000000,35964.000000
1257.418465,1.289315,652792.000000,33532.000000
1260.938701,1.259744,665945.000000,36618.000000
1264.454615,1.211340,678287.000000,41694.000000
1267.966208,1.317042,690806.000000,33290.000000
1271.473479,1.260598,704539.000000,38664.000000
1274.976429,1.207477,718686.000000,44572.000000
1278.475056,1.209721,732831.000000,45215.000000
1281.969363,1.271453,745575.000000,39906.000000
1286.621715,1.309515,764267.000000,37474.000000
1290.105938,1.250566,774383.000000,43490.000000
1293.585838,1.278701,783466.000000,41240.000000
1297.061417,1.302314,792419.000000,39504.000000
1300.532675,1.290245,802228.000000,41120.000000
1303.999611,1.286028,810668.000000,41958.000000
1307.462225,1.278808,816703.000000,42979.000000
1310.920518,1.349865,823212.000000,36783.000000
1314.374489,1.305060,830491.000000,41141.000000
1317.824138,1.290184,836234.000000,42869.000000
1321.269466,1.323093,840134.000000,39926.000000
1324.710472,1.330885,843025.000000,39351.000000
1328.147156,1.326054,846348.000000,39948.000000
1332.722679,1.444660,850466.000000,30549.000000
1336.149280,1.363724,851778.000000,36864.000000
1339.571559,1.335981,852802.000000,39343.000000
1342.989516,1.366403,853887.000000,36728.000000
1346.403152,1.407747,855068.000000,33439.000000
1349.812466,1.392479,853771.000000,34583.000000
1353.217459,1.338782,852103.000000,39058.000000
1356.618129,1.426985,851003.000000,31838.000000
1360.014478,1.453944,849616.000000,29873.000000
1363.406506,1.400929,847186.000000,33655.000000
1366.794212,1.437846,845120.000000,30837.000000
1370.177596,1.420015,844187.000000,32094.000000
1374.682052,1.440129,841418.000000,30541.000000
1378.055353,1.442420,837589.000000,30242.000000
1381.424332,1.428183,835101.000000,31157.000000
1384.788989,1.387741,832957.000000,34110.000000
1388.149324,1.459721,830471.000000,28814.000000
1391.505338,1.465243,826502.000000,28314.000000
1394.857030,1.473891,822727.000000,27629.000000
1398.204401,1.456604,819381.000000,28634.000000
1401.547450,1.474853,815212.000000,27316.000000
1404.886177,1.479186,810816.000000,26899.000000
1408.220583,1.454600,807007.000000,28332.000000
1411.550667,1.417751,803845.000000,30720.000000
1414.876429,1.467396,800571.000000,27290.000000
1419.304056,1.451206,795411.000000,28144.000000
1422.619735,1.409747,791863.000000,30825.000000
1425.931092,1.473737,789812.000000,26533.000000
1429.238127,1.454916,787498.000000,27627.000000
1432.540841,1.470821,784703.000000,26539.000000
1435.839233,1.413980,781539.000000,30128.000000
1439.133303,1.455995,779314.000000,27272.000000
1442.423052,1.493862,776294.000000,24898.000000
1445.708479,1.490795,773371.000000,24980.000000
1448.989585,1.445520,769695.000000,27593.000000
1452.266369,1.431625,767073.000000,28393.000000
1455.538831,1.368353,762960.000000,32670.000000
1459.895391,1.453669,757300.000000,26644.000000
1463.157769,1.495574,753568.000000,24074.000000
1466.415826,1.435115,749404.000000,27517.000000
1469.669561,1.443490,743755.000000,26788.000000
1472.918975,1.451423,738352.000000,26112.000000
1476.164067,1.481659,733201.000000,24186.000000
1479.404837,1.447166,727341.000000,25976.000000
1482.641285,1.413616,722073.000000,27859.000000
1485.873412,1.396033,716423.000000,28783.000000
1489.101218,1.455375,710602.000000,24903.000000
1492.324701,1.461640,704918.000000,24350.000000
1495.543863,1.373285,699704.000000,29623.000000
1498.758704,1.453111,694048.000000,24450.000000
1503.038435,1.454440,685926.000000,24090.000000
1506.243191,1.515711,680148.000000,20744.000000
1509.443626,1.448406,674608.000000,24024.000000
1512.639740,1.394104,668544.000000,26979.000000
1515.831531,1.446756,662594.000000,23686.000000
1519.019001,1.455194,656483.000000,23016.000000
1522.202150,1.482981,650629.000000,21397.000000
1525.380976,1.457641,645306.000000,22497.000000
1528.555481,1.449000,639735.000000,22751.000000
1531.725665,1.424323,634020.000000,23866.000000
1534.891527,1.446546,627659.000000,22448.000000
1538.053067,1.453296,622269.000000,21912.000000
1542.261731,1.496827,615200.000000,19597.000000
1545.413188,1.522874,609827.000000,18295.000000
1548.560322,1.450663,603717.000000,21388.000000
1551.703135,1.385004,598019.000000,24644.000000
1554.841627,1.339822,592181.000000,27079.000000
1557.975797,1.464705,586908.000000,20131.000000
1561.105645,1.504030,581634.000000,18223.000000
1564.231171,1.437162,575359.000000,21027.000000
1567.352376,1.453725,569413.000000,20031.000000
1570.469260,1.447966,564381.000000,20119.000000
1573.581821,1.385210,559167.000000,23032.000000
1576.690061,1.460517,552834.000000,19146.000000
1579.793979,1.445568,545902.000000,19568.000000
1583.925815,1.358036,538160.000000,23598.000000
1587.019649,1.465198,531798.000000,18220.000000
1590.109162,1.489078,525069.000000,17027.000000
1593.194353,1.294669,517012.000000,26232.000000
1596.275223,1.466293,509702.000000,17419.000000
1599.351771,1.577111,501846.000000,13288.000000
1602.423997,1.498690,494194.000000,15675.000000
1605.491902,1.442779,486692.000000,17558.000000
1608.555485,1.429211,478573.000000,17813.000000
1611.614747,1.657972,470336.000000,10338.000000
1614.669686,1.442321,461923.000000,16682.000000
1617.720304,1.381600,453440.000000,18833.000000
1621.781073,1.424015,442060.000000,16652.000000
1624.821607,1.440873,433505.000000,15708.000000
1627.857820,1.431376,424533.000000,15723.000000
1630.889711,1.329805,415861.000000,19460.000000
1633.917280,1.450958,406856.000000,14404.000000
1636.940528,1.456537,398326.000000,13922.000000
1639.959454,1.319071,388738.000000,18646.000000
1642.974059,1.445054,379099.000000,13605.000000
1645.984342,1.494691,369021.000000,11813.000000
1648.990303,1.678591,358096.000000,7506.000000
1651.991942,1.416442,345876.000000,13258.000000
1654.989260,1.268922,330871.000000,17813.000000
1657.982257,1.284560,313599.000000,16286.000000
1661.966196,1.398375,285561.000000,11411.000000
1664.949108,1.537463,259848.000000,7538.000000
1667.927699,1.644471,231057.000000,5239.000000
1670.901969,1.310703,201989.000000,9877.000000
1673.871916,1.233718,173597.000000,10135.000000
1676.837542,1.156597,147503.000000,10285.000000
1679.798846,1.310035,124801.000000,6112.000000
1682.755829,1.272040,105329.000000,5630.000000
1685.708490,1.351081,89413.000000,3984.000000
1688.656830,1.253049,76575.000000,4276.000000
1691.600847,1.128503,66181.000000,4923.000000
1694.540543,1.165102,57404.000000,3925.000000
1698.453416,1.302413,47491.000000,2367.000000
1701.383028,nan,41703.000000,-861.000000
