Method:,Hadamard 1,,
1039.556029,1.084729,370584.000000,30490.000000
1043.334123,1.082969,367475.000000,30357.000000
1047.107895,1.081589,364330.000000,30193.000000
1052.132869,1.080059,359009.000000,29857.000000
1055.896557,1.078989,356290.000000,29704.000000
1059.655924,1.078584,354149.000000,29553.000000
1063.410969,1.077617,351795.000000,29422.000000
1067.161692,1.076904,349463.000000,29275.000000
1070.908094,1.078343,347652.000000,29027.000000
1074.650174,1.079018,346034.000000,28847.000000
1078.387933,1.080992,344815.000000,28615.000000
1082.121369,1.081569,343958.000000,28506.000000
1085.850485,1.082030,343127.000000,28407.000000
1089.575278,1.085025,343191.000000,28217.000000
1093.295750,1.087593,344015.000000,28118.000000
1097.011900,1.087700,344296.000000,28134.000000
1101.960045,1.088451,345137.000000,28154.000000
1105.666111,1.091444,346153.000000,28043.000000
1109.367856,1.093834,346661.000000,27930.000000
1113.065279,1.095403,347841.000000,27924.000000
1116.758381,1.096573,348929.000000,27936.000000
1120.447161,1.102671,350595.000000,27678.000000
1124.131619,1.112982,352040.000000,27140.000000
1127.811756,1.126276,353928.000000,26463.000000
1131.487571,1.145039,355980.000000,25491.000000
1135.159064,1.164850,357920.000000,24487.000000
1138.826236,1.187013,360493.000000,23436.000000
1142.489086,1.206101,363800.000000,22634.000000
1147.366164,1.228261,368112.000000,21763.000000
1151.018930,1.241661,371448.000000,21293.000000
1154.667374,1.251039,375777.000000,21081.000000
1158.311497,1.257712,380111.000000,20999.000000
1161.951299,1.260219,384988.000000,21146.000000
1165.586779,1.262373,389793.000000,21304.000000
1169.217937,1.260725,395608.000000,21704.000000
1172.844773,1.256461,401940.000000,22269.000000
1176.467288,1.254128,408458.000000,22752.000000
1180.085481,1.252597,415500.000000,23226.000000
1183.699353,1.249396,423175.000000,23830.000000
1187.308903,1.245923,431167.000000,24475.000000
1190.914131,1.243815,439458.000000,25067.000000
1195.714379,1.243309,450819.000000,25745.000000
1199.309524,1.244276,460669.000000,26249.000000
1202.900347,1.244314,471029.000000,26837.000000
1206.486848,1.245589,480916.000000,27320.000000
1210.069027,1.248564,491861.000000,27751.000000
1213.646885,1.247350,503550.000000,28490.000000
1217.220421,1.245362,515976.000000,29327.000000
1220.789636,1.242183,526727.000000,30158.000000
1224.354529,1.237309,537290.000000,31110.000000
1227.915100,1.234183,549160.000000,32027.000000
1231.471350,1.229920,561812.000000,33088.000000
1235.023278,1.226633,574865.000000,34114.000000
1239.752460,1.224511,589855.000000,35175.000000
1243.294304,1.222018,602768.000000,36152.000000
1246.831827,1.221938,616327.000000,36972.000000
1250.365028,1.220433,628780.000000,37850.000000
1253.893907,1.220671,640245.000000,38519.000000
1257.418465,1.220482,652792.000000,39291.000000
1260.938701,1.221748,665945.000000,39966.000000
1264.454615,1.223337,678287.000000,40558.000000
1267.966208,1.225292,690806.000000,41121.000000
1271.473479,1.226666,704539.000000,41806.000000
1274.976429,1.228856,718686.000000,42431.000000
1278.475056,1.231980,732831.000000,42956.000000
1281.969363,1.237148,745575.000000,43186.000000
1286.621715,1.242595,764267.000000,43717.000000
1290.105938,1.249230,774383.000000,43624.000000
1293.585838,1.254574,783466.000000,43596.000000
1297.061417,1.260725,792419.000000,43474.000000
1300.532675,1.267138,802228.000000,43367.000000
1303.999611,1.274708,810668.000000,43066.000000
1307.462225,1.282777,816703.000000,42588.000000
1310.920518,1.290158,823212.000000,42204.000000
1314.374489,1.297297,830491.000000,41883.000000
1317.824138,1.306199,836234.000000,41317.000000
1321.269466,1.315395,840134.000000,40640.000000
1324.710472,1.323064,843025.000000,40066.000000
1328.147156,1.329503,846348.000000,39632.000000
1332.722679,1.339417,850466.000000,38926.000000
1336.149280,1.346029,851778.000000,38397.000000
1339.571559,1.350790,852802.000000,38024.000000
1342.989516,1.355728,853887.000000,37642.000000
1346.403152,1.359478,855068.000000,37370.000000
1349.812466,1.362565,853771.000000,37049.000000
1353.217459,1.366098,852103.000000,36677.000000
1356.618129,1.366961,851003.000000,36557.000000
1360.014478,1.369328,849616.000000,36299.000000
1363.406506,1.369486,847186.000000,36182.000000
1366.794212,1.370978,845120.000000,35970.000000
1370.177596,1.373393,844187.000000,35731.000000
1374.682052,1.373855,841418.000000,35576.000000
1378.055353,1.375010,837589.000000,35320.000000
1381.424332,1.373780,835101.000000,35315.000000
1384.788989,1.378233,832957.000000,34865.000000
1388.149324,1.377097,830471.000000,34852.000000
1391.505338,1.378256,826502.000000,34593.000000
1394.857030,1.377575,822727.000000,34489.000000
1398.204401,1.376852,819381.000000,34406.000000
1401.547450,1.376711,815212.000000,34242.000000
1404.886177,1.375939,810816.000000,34118.000000
1408.220583,1.377408,807007.000000,33843.000000
1411.550667,1.376500,803845.000000,33781.000000
1414.876429,1.376105,800571.000000,33674.000000
1419.304056,1.375897,795411.000000,33473.000000
1422.619735,1.375528,791863.000000,33352.000000
1425.931092,1.376111,789812.000000,33221.000000
1429.238127,1.375949,787498.000000,33136.000000
1432.540841,1.377483,784703.000000,32902.000000
1435.839233,1.375728,781539.000000,32902.000000
1439.133303,1.375455,779314.000000,32829.000000
1442.423052,1.374444,776294.000000,32778.000000
1445.708479,1.374478,773371.000000,32652.000000
1448.989585,1.375291,769695.000000,32436.000000
1452.266369,1.373850,767073.000000,32433.000000
1455.538831,1.375632,762960.000000,32127.000000
1459.895391,1.375273,757300.000000,31915.000000
1463.157769,1.375092,753568.000000,31771.000000
1466.415826,1.375070,749404.000000,31597.000000
1469.669561,1.374417,743755.000000,31406.000000
1472.918975,1.376440,738352.000000,31033.000000
1476.164067,1.375546,733201.000000,30880.000000
1479.404837,1.376386,727341.000000,30574.000000
1482.641285,1.376795,722073.000000,30324.000000
1485.873412,1.376228,716423.000000,30126.000000
1489.101218,1.376682,710602.000000,29850.000000
1492.324701,1.376129,704918.000000,29649.000000
1495.543863,1.378091,699704.000000,29297.000000
1498.758704,1.377198,694048.000000,29120.000000
1503.038435,1.377202,685926.000000,28779.000000
1506.243191,1.376906,680148.000000,28556.000000
1509.443626,1.379974,674608.000000,28124.000000
1512.639740,1.381007,668544.000000,27805.000000
1515.831531,1.381205,662594.000000,27545.000000
1519.019001,1.380838,656483.000000,27314.000000
1522.202150,1.382147,650629.000000,26989.000000
1525.380976,1.383678,645306.000000,26674.000000
1528.555481,1.384002,639735.000000,26424.000000
1531.725665,1.386829,634020.000000,26018.000000
1534.891527,1.382617,627659.000000,26008.000000
1538.053067,1.386587,622269.000000,25550.000000
1542.261731,1.386171,615200.000000,25284.000000
1545.413188,1.385429,609827.000000,25106.000000
1548.560322,1.386942,603717.000000,24768.000000
1551.703135,1.388738,598019.000000,24433.000000
1554.841627,1.388962,592181.000000,24182.000000
1557.975797,1.390954,586908.000000,23857.000000
1561.105645,1.391646,581634.000000,23605.000000
1564.231171,1.390964,575359.000000,23387.000000
1567.352376,1.390708,569413.000000,23159.000000
1570.469260,1.389882,564381.000000,22998.000000
1573.581821,1.391019,559167.000000,22726.000000
1576.690061,1.392599,552834.000000,22387.000000
1579.793979,1.390820,545902.000000,22197.000000
1583.925815,1.392057,538160.000000,21820.000000
1587.019649,1.391937,531798.000000,21568.000000
1590.109162,1.391287,525069.000000,21327.000000
1593.194353,1.388992,517012.000000,21111.000000
1596.275223,1.389378,509702.000000,20794.000000
1599.351771,1.387568,501846.000000,20559.000000
1602.423997,1.387301,494194.000000,20258.000000
1605.491902,1.386224,486692.000000,20000.000000
1608.555485,1.386475,478573.000000,19655.000000
1611.614747,1.388090,470336.000000,19245.000000
1614.669686,1.382741,461923.000000,19135.000000
1617.720304,1.382570,453440.000000,18791.000000
1621.781073,1.379603,442060.000000,18445.000000
1624.821607,1.376875,433505.000000,18202.000000
1627.857820,1.374186,424533.000000,17936.000000
1630.889711,1.375885,415861.000000,17501.000000
1633.917280,1.372174,406856.000000,17269.000000
1636.940528,1.372044,398326.000000,16912.000000
1639.959454,1.368634,388738.000000,16635.000000
1642.974059,1.366912,379099.000000,16287.000000
1645.984342,1.365572,369021.000000,15903.000000
1648.990303,1.360652,358096.000000,15608.000000
1651.991942,1.351710,345876.000000,15389.000000
1654.989260,1.347231,330871.000000,14874.000000
1657.982257,1.333124,313599.000000,14563.000000
1661.966196,1.308394,285561.000000,14038.000000
1664.949108,1.291391,259848.000000,13284.000000
1667.927699,1.262591,231057.000000,12622.000000
1670.901969,1.232270,201989.000000,11832.000000
1673.871916,1.206320,173597.000000,10795.000000
1676.837542,1.176778,147503.000000,9818.000000
1679.798846,1.157798,124801.000000,8678.000000
1682.755829,1.154139,105329.000000,7386.000000
1685.708490,1.158589,89413.000000,6206.000000
1688.656830,1.159320,76575.000000,5306.000000
1691.600847,1.159868,66181.000000,4580.000000
1694.540543,1.191328,57404.000000,3695.000000
1698.453416,1.201812,47491.000000,2984.000000
1701.383028,1.176904,41703.000000,2775.000000
