Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 22:3:30,,
Header Version:,1,,
System Temp (C):,35.66,,
Detector Temp (C):,31.76,,
Humidity (%):,22.82,,
Lamp PD:,3750,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.672,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,0.924450,72949.000000,8681.000000
905.910380,0.928319,86574.000000,10211.000000
909.838291,0.934230,94937.000000,11046.000000
913.761880,0.936945,104155.000000,12043.000000
917.681147,0.948410,115457.000000,13002.000000
921.596093,0.953723,129508.000000,14407.000000
925.506717,0.962858,146775.000000,15988.000000
929.413019,0.970929,166260.000000,17777.000000
933.315000,0.973986,185226.000000,19666.000000
937.212659,0.976926,202728.000000,21379.000000
941.105996,0.978355,218970.000000,23016.000000
944.995012,0.983606,234123.000000,24313.000000
948.879706,0.991724,248597.000000,25338.000000
954.052576,1.006952,267996.000000,26374.000000
957.927186,1.019497,282408.000000,27001.000000
961.797475,1.029433,296402.000000,27698.000000
965.663442,1.038920,310342.000000,28374.000000
969.525087,1.046475,323067.000000,29028.000000
973.382411,1.053508,335535.000000,29664.000000
977.235413,1.058931,347127.000000,30308.000000
981.084093,1.064844,357110.000000,30758.000000
984.928452,1.070662,365762.000000,31084.000000
988.768490,1.074666,373247.000000,31429.000000
992.604205,1.078769,378804.000000,31597.000000
996.435599,1.081782,382649.000000,31697.000000
1000.262671,1.085436,385370.000000,31655.000000
1005.358712,1.088609,387154.000000,31570.000000
1009.175700,1.090185,387134.000000,31454.000000
1012.988367,1.088724,386471.000000,31506.000000
1016.796712,1.088626,385219.000000,31411.000000
1020.600736,1.086949,383747.000000,31412.000000
1024.400438,1.086252,382119.000000,31329.000000
1028.195818,1.084827,379870.000000,31247.000000
1031.986877,1.086042,377704.000000,30982.000000
1035.773614,1.085747,374438.000000,30735.000000
1039.556029,1.085727,370584.000000,30420.000000
1043.334123,1.087109,367475.000000,30069.000000
1047.107895,1.087877,364330.000000,29759.000000
1052.132869,1.087527,359009.000000,29348.000000
1055.896557,1.086153,356290.000000,29218.000000
1059.655924,1.085412,354149.000000,29092.000000
1063.410969,1.086701,351795.000000,28813.000000
1067.161692,1.086049,349463.000000,28665.000000
1070.908094,1.084126,347652.000000,28643.000000
1074.650174,1.085311,346034.000000,28432.000000
1078.387933,1.083473,344815.000000,28452.000000
1082.121369,1.083264,343958.000000,28395.000000
1085.850485,1.082381,343127.000000,28384.000000
1089.575278,1.081515,343191.000000,28446.000000
1093.295750,1.081276,344015.000000,28530.000000
1097.011900,1.079307,344296.000000,28683.000000
1101.960045,1.080110,345137.000000,28700.000000
1105.666111,1.081205,346153.000000,28712.000000
1109.367856,1.080332,346661.000000,28812.000000
1113.065279,1.080393,347841.000000,28906.000000
1116.758381,1.081524,348929.000000,28921.000000
1120.447161,1.086621,350595.000000,28720.000000
1124.131619,1.093702,352040.000000,28372.000000
1127.811756,1.107896,353928.000000,27607.000000
1131.487571,1.124297,355980.000000,26738.000000
1135.159064,1.145393,357920.000000,25609.000000
1138.826236,1.163462,360493.000000,24742.000000
1142.489086,1.180254,363800.000000,24022.000000
1147.366164,1.195282,368112.000000,23480.000000
1151.018930,1.205310,371448.000000,23152.000000
1154.667374,1.219096,375777.000000,22690.000000
1158.311497,1.229759,380111.000000,22395.000000
1161.951299,1.239427,384988.000000,22183.000000
1165.586779,1.246226,389793.000000,22111.000000
1169.217937,1.251069,395608.000000,22192.000000
1172.844773,1.256285,401940.000000,22278.000000
1176.467288,1.258560,408458.000000,22521.000000
1180.085481,1.260179,415500.000000,22824.000000
1183.699353,1.260228,423175.000000,23243.000000
1187.308903,1.258434,431167.000000,23780.000000
1190.914131,1.252601,439458.000000,24565.000000
1195.714379,1.247394,450819.000000,25504.000000
1199.309524,1.244409,460669.000000,26241.000000
1202.900347,1.246114,471029.000000,26726.000000
1206.486848,1.242389,480916.000000,27522.000000
1210.069027,1.244871,491861.000000,27988.000000
1213.646885,1.242801,503550.000000,28790.000000
1217.220421,1.238413,515976.000000,29800.000000
1220.789636,1.232373,526727.000000,30847.000000
1224.354529,1.223568,537290.000000,32110.000000
1227.915100,1.214706,549160.000000,33496.000000
1231.471350,1.208162,561812.000000,34788.000000
1235.023278,1.201638,574865.000000,36135.000000
1239.752460,1.193782,589855.000000,37754.000000
1243.294304,1.189676,602768.000000,38947.000000
1246.831827,1.185650,616327.000000,40194.000000
1250.365028,1.184837,628780.000000,41083.000000
