Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 21:53:18,,
Header Version:,1,,
System Temp (C):,35.14,,
Detector Temp (C):,31.01,,
Humidity (%):,24.95,,
Lamp PD:,3750,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.676,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,0.910275,72949.000000,8969.000000
905.910380,0.915207,86574.000000,10524.000000
909.838291,0.914966,94937.000000,11547.000000
913.761880,0.924013,104155.000000,12407.000000
917.681147,0.930770,115457.000000,13541.000000
921.596093,0.945186,129508.000000,14693.000000
925.506717,0.956066,146775.000000,16240.000000
929.413019,0.967232,166260.000000,17929.000000
933.315000,0.976355,185226.000000,19559.000000
937.212659,0.983992,202728.000000,21034.000000
941.105996,0.991924,218970.000000,22308.000000
944.995012,1.001734,234123.000000,23319.000000
948.879706,1.016172,248597.000000,23951.000000
954.052576,1.044026,267996.000000,24216.000000
957.927186,1.063025,282408.000000,24426.000000
961.797475,1.078639,296402.000000,24731.000000
965.663442,1.089390,310342.000000,25261.000000
969.525087,1.096714,323067.000000,25857.000000
973.382411,1.102017,335535.000000,26529.000000
977.235413,1.107359,347127.000000,27110.000000
981.084093,1.108242,357110.000000,27833.000000
984.928452,1.111704,365762.000000,28281.000000
988.768490,1.110963,373247.000000,28909.000000
992.604205,1.112675,378804.000000,29224.000000
996.435599,1.112655,382649.000000,29522.000000
1000.262671,1.112449,385370.000000,29746.000000
1005.358712,1.109534,387154.000000,30085.000000
1009.175700,1.104816,387134.000000,30412.000000
1012.988367,1.102063,386471.000000,30553.000000
1016.796712,1.098654,385219.000000,30694.000000
1020.600736,1.095988,383747.000000,30765.000000
1024.400438,1.093451,382119.000000,30814.000000
1028.195818,1.088063,379870.000000,31015.000000
1031.986877,1.087039,377704.000000,30911.000000
1035.773614,1.086510,374438.000000,30681.000000
1039.556029,1.084587,370584.000000,30500.000000
1043.334123,1.082283,367475.000000,30405.000000
1047.107895,1.083232,364330.000000,30079.000000
1052.132869,1.080904,359009.000000,29799.000000
1055.896557,1.078959,356290.000000,29706.000000
1059.655924,1.078584,354149.000000,29553.000000
1063.410969,1.077617,351795.000000,29422.000000
1067.161692,1.077617,349463.000000,29227.000000
1070.908094,1.078238,347652.000000,29034.000000
1074.650174,1.079169,346034.000000,28837.000000
1078.387933,1.079447,344815.000000,28717.000000
1082.121369,1.080155,343958.000000,28599.000000
1085.850485,1.081327,343127.000000,28453.000000
1089.575278,1.083075,343191.000000,28344.000000
1093.295750,1.084776,344015.000000,28301.000000
1097.011900,1.086729,344296.000000,28197.000000
1101.960045,1.089533,345137.000000,28084.000000
1105.666111,1.090886,346153.000000,28079.000000
1109.367856,1.093321,346661.000000,27963.000000
1113.065279,1.095543,347841.000000,27915.000000
1116.758381,1.097865,348929.000000,27853.000000
1120.447161,1.103252,350595.000000,27641.000000
1124.131619,1.113959,352040.000000,27079.000000
1127.811756,1.127953,353928.000000,26361.000000
1131.487571,1.145772,355980.000000,25448.000000
1135.159064,1.165152,357920.000000,24470.000000
1138.826236,1.187125,360493.000000,23430.000000
1142.489086,1.206236,363800.000000,22627.000000
1147.366164,1.227523,368112.000000,21800.000000
1151.018930,1.240195,371448.000000,21365.000000
1154.667374,1.249866,375777.000000,21138.000000
1158.311497,1.257278,380111.000000,21020.000000
1161.951299,1.259234,384988.000000,21194.000000
1165.586779,1.259609,389793.000000,21440.000000
1169.217937,1.259986,395608.000000,21741.000000
1172.844773,1.257515,401940.000000,22215.000000
1176.467288,1.256118,408458.000000,22648.000000
1180.085481,1.252653,415500.000000,23223.000000
1183.699353,1.248831,423175.000000,23861.000000
1187.308903,1.245072,431167.000000,24523.000000
1190.914131,1.242932,439458.000000,25118.000000
1195.714379,1.242635,450819.000000,25785.000000
1199.309524,1.244607,460669.000000,26229.000000
1202.900347,1.245838,471029.000000,26743.000000
1206.486848,1.246480,480916.000000,27264.000000
1210.069027,1.246970,491861.000000,27853.000000
1213.646885,1.247869,503550.000000,28456.000000
1217.220421,1.246147,515976.000000,29274.000000
1220.789636,1.243568,526727.000000,30062.000000
1224.354529,1.237686,537290.000000,31083.000000
1227.915100,1.234685,549160.000000,31990.000000
1231.471350,1.230669,561812.000000,33031.000000
1235.023278,1.227717,574865.000000,34029.000000
1239.752460,1.225178,589855.000000,35121.000000
1243.294304,1.223534,602768.000000,36026.000000
1246.831827,1.220906,616327.000000,37060.000000
1250.365028,1.220731,628780.000000,37824.000000
1253.893907,1.220434,640245.000000,38540.000000
1257.418465,1.220117,652792.000000,39324.000000
1260.938701,1.222085,665945.000000,39935.000000
1264.454615,1.222748,678287.000000,40613.000000
1267.966208,1.224722,690806.000000,41175.000000
1271.473479,1.226656,704539.000000,41807.000000
1274.976429,1.230548,718686.000000,42266.000000
1278.475056,1.231950,732831.000000,42959.000000
1281.969363,1.236867,745575.000000,43214.000000
1286.621715,1.243420,764267.000000,43634.000000
1290.105938,1.247829,774383.000000,43765.000000
1293.585838,1.254265,783466.000000,43627.000000
1297.061417,1.260396,792419.000000,43507.000000
1300.532675,1.266468,802228.000000,43434.000000
1303.999611,1.274769,810668.000000,43060.000000
1307.462225,1.282461,816703.000000,42619.000000
1310.920518,1.290127,823212.000000,42207.000000
1314.374489,1.298803,830491.000000,41738.000000
1317.824138,1.306799,836234.000000,41260.000000
1321.269466,1.315192,840134.000000,40659.000000
1324.710472,1.322296,843025.000000,40137.000000
1328.147156,1.329799,846348.000000,39605.000000
1332.722679,1.339540,850466.000000,38915.000000
1336.149280,1.345430,851778.000000,38450.000000
1339.571559,1.350631,852802.000000,38038.000000
1342.989516,1.356663,853887.000000,37561.000000
1346.403152,1.359547,855068.000000,37364.000000
1349.812466,1.362178,853771.000000,37082.000000
1353.217459,1.365448,852103.000000,36732.000000
1356.618129,1.367163,851003.000000,36540.000000
1360.014478,1.369543,849616.000000,36281.000000
1363.406506,1.370532,847186.000000,36095.000000
1366.794212,1.370869,845120.000000,35979.000000
1370.177596,1.373649,844187.000000,35710.000000
1374.682052,1.373989,841418.000000,35565.000000
1378.055353,1.375256,837589.000000,35300.000000
1381.424332,1.376481,835101.000000,35096.000000
1384.788989,1.377337,832957.000000,34937.000000
1388.149324,1.377309,830471.000000,34835.000000
1391.505338,1.377729,826502.000000,34635.000000
1394.857030,1.377009,822727.000000,34534.000000
1398.204401,1.376637,819381.000000,34423.000000
1401.547450,1.376116,815212.000000,34289.000000
1404.886177,1.376232,810816.000000,34095.000000
1408.220583,1.376396,807007.000000,33922.000000
1411.550667,1.377439,803845.000000,33708.000000
1414.876429,1.377604,800571.000000,33558.000000
1419.304056,1.376299,795411.000000,33442.000000
1422.619735,1.376258,791863.000000,33296.000000
1425.931092,1.376962,789812.000000,33156.000000
1429.238127,1.377209,787498.000000,33040.000000
1432.540841,1.376178,784703.000000,33001.000000
1435.839233,1.376045,781539.000000,32878.000000
1439.133303,1.375719,779314.000000,32809.000000
1442.423052,1.375027,776294.000000,32734.000000
1445.708479,1.375583,773371.000000,32569.000000
1448.989585,1.374957,769695.000000,32461.000000
1452.266369,1.374305,767073.000000,32399.000000
1455.538831,1.374875,762960.000000,32183.000000
1459.895391,1.374770,757300.000000,31952.000000
1463.157769,1.374572,753568.000000,31809.000000
1466.415826,1.376171,749404.000000,31517.000000
1469.669561,1.374542,743755.000000,31397.000000
1472.918975,1.376076,738352.000000,31059.000000
1476.164067,1.375504,733201.000000,30883.000000
1479.404837,1.376627,727341.000000,30557.000000
1482.641285,1.375822,722073.000000,30392.000000
1485.873412,1.375738,716423.000000,30160.000000
1489.101218,1.377323,710602.000000,29806.000000
1492.324701,1.376700,704918.000000,29610.000000
1495.543863,1.377662,699704.000000,29326.000000
1498.758704,1.376885,694048.000000,29141.000000
1503.038435,1.377156,685926.000000,28782.000000
1506.243191,1.378567,680148.000000,28447.000000
1509.443626,1.380562,674608.000000,28086.000000
1512.639740,1.381179,668544.000000,27794.000000
1515.831531,1.380008,662594.000000,27621.000000
1519.019001,1.381618,656483.000000,27265.000000
1522.202150,1.381825,650629.000000,27009.000000
1525.380976,1.383612,645306.000000,26678.000000
1528.555481,1.385005,639735.000000,26363.000000
1531.725665,1.385546,634020.000000,26095.000000
1534.891527,1.383335,627659.000000,25965.000000
1538.053067,1.384265,622269.000000,25687.000000
1542.261731,1.387771,615200.000000,25191.000000
1545.413188,1.385741,609827.000000,25088.000000
1548.560322,1.389140,603717.000000,24643.000000
1551.703135,1.388720,598019.000000,24434.000000
1554.841627,1.389088,592181.000000,24175.000000
1557.975797,1.390136,586908.000000,23902.000000
1561.105645,1.390103,581634.000000,23689.000000
1564.231171,1.391838,575359.000000,23340.000000
1567.352376,1.390895,569413.000000,23149.000000
1570.469260,1.392572,564381.000000,22856.000000
1573.581821,1.391152,559167.000000,22719.000000
1576.690061,1.393006,552834.000000,22366.000000
1579.793979,1.391036,545902.000000,22186.000000
1583.925815,1.394732,538160.000000,21686.000000
1587.019649,1.392340,531798.000000,21548.000000
1590.109162,1.390310,525069.000000,21375.000000
1593.194353,1.387616,517012.000000,21178.000000
1596.275223,1.386464,509702.000000,20934.000000
1599.351771,1.387611,501846.000000,20557.000000
1602.423997,1.388374,494194.000000,20208.000000
1605.491902,1.385010,486692.000000,20056.000000
1608.555485,1.382823,478573.000000,19821.000000
1611.614747,1.385974,470336.000000,19339.000000
1614.669686,1.385382,461923.000000,19019.000000
1617.720304,1.383333,453440.000000,18758.000000
1621.781073,1.378944,442060.000000,18473.000000
1624.821607,1.376374,433505.000000,18223.000000
1627.857820,1.375957,424533.000000,17863.000000
1630.889711,1.377726,415861.000000,17427.000000
1633.917280,1.373105,406856.000000,17232.000000
1636.940528,1.371095,398326.000000,16949.000000
1639.959454,1.370099,388738.000000,16579.000000
1642.974059,1.369238,379099.000000,16200.000000
1645.984342,1.364100,369021.000000,15957.000000
1648.990303,1.360207,358096.000000,15624.000000
1651.991942,1.356392,345876.000000,15224.000000
1654.989260,1.345250,330871.000000,14942.000000
1657.982257,1.334947,313599.000000,14502.000000
1661.966196,1.310067,285561.000000,13984.000000
1664.949108,1.288491,259848.000000,13373.000000
1667.927699,1.264384,231057.000000,12570.000000
1670.901969,1.230658,201989.000000,11876.000000
1673.871916,1.208619,173597.000000,10738.000000
1676.837542,1.176866,147503.000000,9816.000000
1679.798846,1.160459,124801.000000,8625.000000
1682.755829,1.153551,105329.000000,7396.000000
1685.708490,1.154341,89413.000000,6267.000000
1688.656830,1.161453,76575.000000,5280.000000
1691.600847,1.167714,66181.000000,4498.000000
1694.540543,1.187350,57404.000000,3729.000000
1698.453416,1.183014,47491.000000,3116.000000
1701.383028,1.214309,41703.000000,2546.000000
