Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 21:30:30,,
Header Version:,1,,
System Temp (C):,28.57,,
Detector Temp (C):,24.31,,
Humidity (%):,35.26,,
Lamp PD:,3760,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.673,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,0.869319,72949.000000,9856.000000
905.910380,0.880216,86574.000000,11407.000000
909.838291,0.882510,94937.000000,12443.000000
913.761880,0.886671,104155.000000,13521.000000
917.681147,0.893363,115457.000000,14759.000000
921.596093,0.899231,129508.000000,16333.000000
925.506717,0.905104,146775.000000,18262.000000
929.413019,0.912843,166260.000000,20321.000000
933.315000,0.919514,185226.000000,22294.000000
937.212659,0.925365,202728.000000,24074.000000
941.105996,0.928765,218970.000000,25800.000000
944.995012,0.936731,234123.000000,27084.000000
948.879706,0.944109,248597.000000,28274.000000
954.052576,0.960254,267996.000000,29368.000000
957.927186,0.970654,282408.000000,30215.000000
961.797475,0.983740,296402.000000,30771.000000
965.663442,0.993599,310342.000000,31495.000000
969.525087,1.001801,323067.000000,32173.000000
973.382411,1.009163,335535.000000,32853.000000
977.235413,1.016612,347127.000000,33410.000000
981.084093,1.023950,357110.000000,33795.000000
984.928452,1.029541,365762.000000,34171.000000
988.768490,1.036006,373247.000000,34355.000000
992.604205,1.039326,378804.000000,34601.000000
996.435599,1.044227,382649.000000,34560.000000
1000.262671,1.049989,385370.000000,34347.000000
1005.358712,1.054175,387154.000000,34175.000000
1009.175700,1.055885,387134.000000,34039.000000
1012.988367,1.058727,386471.000000,33759.000000
1016.796712,1.057460,385219.000000,33748.000000
1020.600736,1.056931,383747.000000,33660.000000
1024.400438,1.058153,382119.000000,33423.000000
1028.195818,1.057896,379870.000000,33246.000000
1031.986877,1.058112,377704.000000,33040.000000
1035.773614,1.058208,374438.000000,32747.000000
1039.556029,1.059456,370584.000000,32317.000000
1043.334123,1.060526,367475.000000,31967.000000
1047.107895,1.061918,364330.000000,31592.000000
1052.132869,1.060881,359009.000000,31205.000000
1055.896557,1.059672,356290.000000,31055.000000
1059.655924,1.059017,354149.000000,30915.000000
1063.410969,1.057161,351795.000000,30841.000000
1067.161692,1.054850,349463.000000,30800.000000
1070.908094,1.054091,347652.000000,30694.000000
1074.650174,1.051288,346034.000000,30749.000000
1078.387933,1.052461,344815.000000,30558.000000
1082.121369,1.047109,343958.000000,30860.000000
1085.850485,1.043799,343127.000000,31021.000000
1089.575278,1.041493,343191.000000,31192.000000
1093.295750,1.040381,344015.000000,31347.000000
1097.011900,1.038456,344296.000000,31512.000000
1101.960045,1.033575,345137.000000,31946.000000
1105.666111,1.033101,346153.000000,32075.000000
1109.367856,1.030541,346661.000000,32312.000000
1113.065279,1.028496,347841.000000,32575.000000
1116.758381,1.029839,348929.000000,32576.000000
1120.447161,1.032562,350595.000000,32527.000000
1124.131619,1.039668,352040.000000,32131.000000
1127.811756,1.048926,353928.000000,31622.000000
1131.487571,1.063891,355980.000000,30728.000000
1135.159064,1.082304,357920.000000,29613.000000
1138.826236,1.098108,360493.000000,28760.000000
1142.489086,1.113255,363800.000000,28029.000000
1147.366164,1.126679,368112.000000,27498.000000
1151.018930,1.138229,371448.000000,27019.000000
1154.667374,1.145646,375777.000000,26871.000000
1158.311497,1.155715,380111.000000,26558.000000
1161.951299,1.166848,384988.000000,26218.000000
1165.586779,1.174543,389793.000000,26079.000000
1169.217937,1.179262,395608.000000,26182.000000
1172.844773,1.182854,401940.000000,26382.000000
1176.467288,1.187607,408458.000000,26518.000000
1180.085481,1.191117,415500.000000,26758.000000
1183.699353,1.192382,423175.000000,27173.000000
1187.308903,1.190413,431167.000000,27812.000000
1190.914131,1.187083,439458.000000,28565.000000
1195.714379,1.182593,450819.000000,29608.000000
1199.309524,1.181703,460669.000000,30317.000000
1202.900347,1.182513,471029.000000,30941.000000
1206.486848,1.180969,480916.000000,31703.000000
1210.069027,1.181619,491861.000000,32376.000000
1213.646885,1.181677,503550.000000,33141.000000
1217.220421,1.177614,515976.000000,34278.000000
1220.789636,1.172791,526727.000000,35383.000000
1224.354529,1.165472,537290.000000,36706.000000
1227.915100,1.158842,549160.000000,38094.000000
1231.471350,1.152049,561812.000000,39586.000000
1235.023278,1.146179,574865.000000,41057.000000
1239.752460,1.141183,589855.000000,42615.000000
1243.294304,1.137745,602768.000000,43894.000000
1246.831827,1.134490,616327.000000,45219.000000
1250.365028,1.134092,628780.000000,46175.000000
1253.893907,1.133224,640245.000000,47111.000000
1257.418465,1.131233,652792.000000,48255.000000
1260.938701,1.132260,665945.000000,49111.000000
1264.454615,1.132626,678287.000000,49979.000000
1267.966208,1.131718,690806.000000,51008.000000
1271.473479,1.131902,704539.000000,52000.000000
1274.976429,1.131846,718686.000000,53051.000000
1278.475056,1.133488,732831.000000,53891.000000
1281.969363,1.133869,745575.000000,54780.000000
1286.621715,1.137616,764267.000000,55671.000000
1290.105938,1.139977,774383.000000,56102.000000
1293.585838,1.143003,783466.000000,56366.000000
1297.061417,1.147822,792419.000000,56381.000000
1300.532675,1.151083,802228.000000,56652.000000
1303.999611,1.156410,810668.000000,56550.000000
1307.462225,1.162946,816703.000000,56120.000000
1310.920518,1.170148,823212.000000,55637.000000
1314.374489,1.178862,830491.000000,55014.000000
1317.824138,1.187296,836234.000000,54329.000000
1321.269466,1.196482,840134.000000,53440.000000
1324.710472,1.207057,843025.000000,52334.000000
1328.147156,1.216527,846348.000000,51407.000000
1332.722679,1.232166,850466.000000,49830.000000
1336.149280,1.242771,851778.000000,48703.000000
1339.571559,1.253880,852802.000000,47530.000000
1342.989516,1.264405,853887.000000,46451.000000
1346.403152,1.273722,855068.000000,45528.000000
1349.812466,1.281014,853771.000000,44702.000000
1353.217459,1.287701,852103.000000,43933.000000
1356.618129,1.292972,851003.000000,43347.000000
1360.014478,1.296249,849616.000000,42951.000000
1363.406506,1.300408,847186.000000,42420.000000
1366.794212,1.304777,845120.000000,41893.000000
1370.177596,1.308946,844187.000000,41447.000000
