Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 21:47:21,,
Header Version:,1,,
System Temp (C):,34.35,,
Detector Temp (C):,30.05,,
Humidity (%):,27.19,,
Lamp PD:,3752,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.691,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,0.920515,72949.000000,8760.000000
905.910380,0.922447,86574.000000,10350.000000
909.838291,0.923052,94937.000000,11334.000000
913.761880,0.932068,104155.000000,12179.000000
917.681147,0.940270,115457.000000,13248.000000
921.596093,0.951798,129508.000000,14471.000000
925.506717,0.959799,146775.000000,16101.000000
929.413019,0.973232,166260.000000,17683.000000
933.315000,0.979878,185226.000000,19401.000000
937.212659,0.987558,202728.000000,20862.000000
941.105996,0.997528,218970.000000,22022.000000
944.995012,1.005776,234123.000000,23103.000000
948.879706,1.020986,248597.000000,23687.000000
954.052576,1.045517,267996.000000,24133.000000
957.927186,1.064806,282408.000000,24326.000000
961.797475,1.078973,296402.000000,24712.000000
965.663442,1.092046,310342.000000,25107.000000
969.525087,1.098920,323067.000000,25726.000000
973.382411,1.103624,335535.000000,26431.000000
977.235413,1.110107,347127.000000,26939.000000
981.084093,1.112917,357110.000000,27535.000000
984.928452,1.115498,365762.000000,28035.000000
988.768490,1.117106,373247.000000,28503.000000
992.604205,1.118209,378804.000000,28854.000000
996.435599,1.118088,382649.000000,29155.000000
1000.262671,1.115791,385370.000000,29518.000000
1005.358712,1.115771,387154.000000,29656.000000
1009.175700,1.113587,387134.000000,29804.000000
1012.988367,1.108204,386471.000000,30124.000000
1016.796712,1.105974,385219.000000,30181.000000
1020.600736,1.102774,383747.000000,30288.000000
1024.400438,1.099454,382119.000000,30391.000000
1028.195818,1.096590,379870.000000,30412.000000
1031.986877,1.093179,377704.000000,30477.000000
1035.773614,1.092210,374438.000000,30281.000000
1039.556029,1.089283,370584.000000,30172.000000
1043.334123,1.089005,367475.000000,29938.000000
1047.107895,1.088183,364330.000000,29738.000000
1052.132869,1.085917,359009.000000,29457.000000
1055.896557,1.084906,356290.000000,29302.000000
1059.655924,1.085293,354149.000000,29100.000000
1063.410969,1.083323,351795.000000,29038.000000
1067.161692,1.082759,349463.000000,28883.000000
1070.908094,1.082885,347652.000000,28725.000000
1074.650174,1.084289,346034.000000,28499.000000
1078.387933,1.085018,344815.000000,28351.000000
1082.121369,1.085795,343958.000000,28230.000000
1085.850485,1.085791,343127.000000,28162.000000
1089.575278,1.087804,343191.000000,28037.000000
1093.295750,1.089543,344015.000000,27992.000000
1097.011900,1.091328,344296.000000,27900.000000
1101.960045,1.089687,345137.000000,28074.000000
1105.666111,1.094178,346153.000000,27867.000000
1109.367856,1.095220,346661.000000,27841.000000
1113.065279,1.098337,347841.000000,27736.000000
1116.758381,1.100759,348929.000000,27668.000000
1120.447161,1.107261,350595.000000,27387.000000
1124.131619,1.118538,352040.000000,26795.000000
1127.811756,1.130879,353928.000000,26184.000000
1131.487571,1.150577,355980.000000,25168.000000
1135.159064,1.170545,357920.000000,24168.000000
1138.826236,1.190250,360493.000000,23262.000000
1142.489086,1.212383,363800.000000,22309.000000
1147.366164,1.234532,368112.000000,21451.000000
1151.018930,1.247369,371448.000000,21015.000000
1154.667374,1.257703,375777.000000,20760.000000
1158.311497,1.264444,380111.000000,20676.000000
1161.951299,1.268220,384988.000000,20760.000000
1165.586779,1.270003,389793.000000,20933.000000
1169.217937,1.271155,395608.000000,21189.000000
1172.844773,1.269366,401940.000000,21617.000000
1176.467288,1.266421,408458.000000,22117.000000
1180.085481,1.265791,415500.000000,22531.000000
1183.699353,1.260976,423175.000000,23203.000000
1187.308903,1.258982,431167.000000,23750.000000
1190.914131,1.256615,439458.000000,24339.000000
1195.714379,1.256062,450819.000000,25000.000000
1199.309524,1.255454,460669.000000,25582.000000
1202.900347,1.258141,471029.000000,25996.000000
1206.486848,1.258709,480916.000000,26507.000000
1210.069027,1.259515,491861.000000,27060.000000
1213.646885,1.258748,503550.000000,27752.000000
1217.220421,1.257526,515976.000000,28517.000000
1220.789636,1.254096,526727.000000,29342.000000
1224.354529,1.249771,537290.000000,30230.000000
1227.915100,1.242672,549160.000000,31407.000000
1231.471350,1.239945,561812.000000,32333.000000
1235.023278,1.235222,574865.000000,33446.000000
1239.752460,1.233871,589855.000000,34425.000000
1243.294304,1.231417,602768.000000,35378.000000
1246.831827,1.228877,616327.000000,36386.000000
1250.365028,1.228119,628780.000000,37186.000000
1253.893907,1.227398,640245.000000,37927.000000
1257.418465,1.227918,652792.000000,38624.000000
1260.938701,1.229344,665945.000000,39273.000000
1264.454615,1.230626,678287.000000,39883.000000
1267.966208,1.232674,690806.000000,40428.000000
1271.473479,1.233282,704539.000000,41174.000000
1274.976429,1.236372,718686.000000,41703.000000
1278.475056,1.239146,732831.000000,42253.000000
1281.969363,1.243531,745575.000000,42556.000000
1286.621715,1.249948,764267.000000,42983.000000
1290.105938,1.255174,774383.000000,43031.000000
1293.585838,1.260067,783466.000000,43048.000000
1297.061417,1.266812,792419.000000,42869.000000
1300.532675,1.272925,802228.000000,42793.000000
1303.999611,1.280526,810668.000000,42493.000000
1307.462225,1.288898,816703.000000,41992.000000
1310.920518,1.296230,823212.000000,41618.000000
1314.374489,1.305155,830491.000000,41132.000000
1317.824138,1.314155,836234.000000,40567.000000
1321.269466,1.322941,840134.000000,39940.000000
1324.710472,1.331614,843025.000000,39285.000000
1328.147156,1.339367,846348.000000,38742.000000
1332.722679,1.347992,850466.000000,38165.000000
1336.149280,1.355612,851778.000000,37559.000000
1339.571559,1.363293,852802.000000,36945.000000
1342.989516,1.367504,853887.000000,36635.000000
1346.403152,1.371927,855068.000000,36314.000000
1349.812466,1.373991,853771.000000,36087.000000
1353.217459,1.378177,852103.000000,35671.000000
1356.618129,1.381075,851003.000000,35388.000000
1360.014478,1.381608,849616.000000,35287.000000
1363.406506,1.384171,847186.000000,34979.000000
1366.794212,1.386414,845120.000000,34714.000000
1370.177596,1.388003,844187.000000,34549.000000
1374.682052,1.388668,841418.000000,34383.000000
1378.055353,1.390404,837589.000000,34090.000000
1381.424332,1.390516,835101.000000,33980.000000
1384.788989,1.391244,832957.000000,33836.000000
1388.149324,1.391952,830471.000000,33680.000000
1391.505338,1.393108,826502.000000,33430.000000
1394.857030,1.391418,822727.000000,33407.000000
1398.204401,1.392413,819381.000000,33195.000000
1401.547450,1.391246,815212.000000,33115.000000
1404.886177,1.391660,810816.000000,32905.000000
1408.220583,1.390170,807007.000000,32863.000000
1411.550667,1.391449,803845.000000,32638.000000
1414.876429,1.391824,800571.000000,32477.000000
1419.304056,1.391483,795411.000000,32293.000000
1422.619735,1.390592,791863.000000,32215.000000
1425.931092,1.391872,789812.000000,32037.000000
1429.238127,1.391969,787498.000000,31936.000000
1432.540841,1.392101,784703.000000,31813.000000
1435.839233,1.391221,781539.000000,31749.000000
1439.133303,1.390078,779314.000000,31742.000000
1442.423052,1.389214,776294.000000,31682.000000
1445.708479,1.390684,773371.000000,31456.000000
