Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 21:53:3,,
Header Version:,1,,
System Temp (C):,35.05,,
Detector Temp (C):,30.71,,
Humidity (%):,25.05,,
Lamp PD:,3751,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.689,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,0.910614,72949.000000,8962.000000
905.910380,0.911018,86574.000000,10626.000000
909.838291,0.916360,94937.000000,11510.000000
913.761880,0.921709,104155.000000,12473.000000
917.681147,0.931476,115457.000000,13519.000000
921.596093,0.942446,129508.000000,14786.000000
925.506717,0.956655,146775.000000,16218.000000
929.413019,0.967741,166260.000000,17908.000000
933.315000,0.975645,185226.000000,19591.000000
937.212659,0.983414,202728.000000,21062.000000
941.105996,0.993562,218970.000000,22224.000000
944.995012,1.004068,234123.000000,23194.000000
948.879706,1.017262,248597.000000,23891.000000
954.052576,1.044439,267996.000000,24193.000000
957.927186,1.061534,282408.000000,24510.000000
961.797475,1.076992,296402.000000,24825.000000
965.663442,1.089081,310342.000000,25279.000000
969.525087,1.095808,323067.000000,25911.000000
973.382411,1.100171,335535.000000,26642.000000
977.235413,1.106959,347127.000000,27135.000000
981.084093,1.110197,357110.000000,27708.000000
984.928452,1.110829,365762.000000,28338.000000
988.768490,1.113041,373247.000000,28771.000000
992.604205,1.112111,378804.000000,29262.000000
996.435599,1.112743,382649.000000,29516.000000
1000.262671,1.112143,385370.000000,29767.000000
1005.358712,1.108712,387154.000000,30142.000000
1009.175700,1.106433,387134.000000,30299.000000
1012.988367,1.103031,386471.000000,30485.000000
1016.796712,1.098767,385219.000000,30686.000000
1020.600736,1.097275,383747.000000,30674.000000
1024.400438,1.093281,382119.000000,30826.000000
1028.195818,1.089803,379870.000000,30891.000000
1031.986877,1.087854,377704.000000,30853.000000
