Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 21:39:45,,
Header Version:,1,,
System Temp (C):,33.13,,
Detector Temp (C):,28.7,,
Humidity (%):,29.88,,
Lamp PD:,3752,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.687,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,0.925752,72949.000000,8655.000000
905.910380,0.928234,86574.000000,10213.000000
909.838291,0.932426,94937.000000,11092.000000
913.761880,0.937848,104155.000000,12018.000000
917.681147,0.945215,115457.000000,13098.000000
921.596093,0.953512,129508.000000,14414.000000
925.506717,0.959745,146775.000000,16103.000000
929.413019,0.970636,166260.000000,17789.000000
933.315000,0.979073,185226.000000,19437.000000
937.212659,0.983084,202728.000000,21078.000000
941.105996,0.991127,218970.000000,22349.000000
944.995012,0.998081,234123.000000,23516.000000
948.879706,1.010945,248597.000000,24241.000000
954.052576,1.035590,267996.000000,24691.000000
957.927186,1.049580,282408.000000,25194.000000
961.797475,1.062421,296402.000000,25672.000000
965.663442,1.074336,310342.000000,26152.000000
969.525087,1.081953,323067.000000,26751.000000
973.382411,1.090403,335535.000000,27248.000000
977.235413,1.095040,347127.000000,27890.000000
981.084093,1.100019,357110.000000,28365.000000
984.928452,1.104802,365762.000000,28734.000000
988.768490,1.107686,373247.000000,29128.000000
992.604205,1.109639,378804.000000,29429.000000
996.435599,1.111597,382649.000000,29594.000000
1000.262671,1.113180,385370.000000,29696.000000
1005.358712,1.112401,387154.000000,29887.000000
1009.175700,1.111958,387134.000000,29916.000000
1012.988367,1.109605,386471.000000,30027.000000
1016.796712,1.104882,385219.000000,30257.000000
1020.600736,1.103492,383747.000000,30238.000000
1024.400438,1.101847,382119.000000,30224.000000
1028.195818,1.098479,379870.000000,30280.000000
1031.986877,1.097116,377704.000000,30202.000000
1035.773614,1.096273,374438.000000,29999.000000
1039.556029,1.095473,370584.000000,29745.000000
1043.334123,1.094200,367475.000000,29582.000000
1047.107895,1.094479,364330.000000,29310.000000
1052.132869,1.090735,359009.000000,29132.000000
1055.896557,1.089106,356290.000000,29020.000000
1059.655924,1.090216,354149.000000,28772.000000
1063.410969,1.088968,351795.000000,28663.000000
1067.161692,1.087826,349463.000000,28548.000000
1070.908094,1.088561,347652.000000,28352.000000
1074.650174,1.088993,346034.000000,28192.000000
1078.387933,1.088787,344815.000000,28106.000000
1082.121369,1.086965,343958.000000,28154.000000
1085.850485,1.088204,343127.000000,28006.000000
1089.575278,1.089418,343191.000000,27933.000000
1093.295750,1.090475,344015.000000,27932.000000
1097.011900,1.090379,344296.000000,27961.000000
1101.960045,1.089873,345137.000000,28062.000000
1105.666111,1.093415,346153.000000,27916.000000
1109.367856,1.094161,346661.000000,27909.000000
1113.065279,1.094983,347841.000000,27951.000000
1116.758381,1.098037,348929.000000,27842.000000
1120.447161,1.102765,350595.000000,27672.000000
1124.131619,1.110413,352040.000000,27301.000000
1127.811756,1.123870,353928.000000,26610.000000
1131.487571,1.142304,355980.000000,25652.000000
1135.159064,1.160579,357920.000000,24729.000000
1138.826236,1.183139,360493.000000,23646.000000
1142.489086,1.199550,363800.000000,22978.000000
1147.366164,1.219529,368112.000000,22205.000000
1151.018930,1.233258,371448.000000,21709.000000
1154.667374,1.243118,375777.000000,21469.000000
1158.311497,1.253186,380111.000000,21219.000000
1161.951299,1.258047,384988.000000,21252.000000
1165.586779,1.260035,389793.000000,21419.000000
1169.217937,1.265595,395608.000000,21462.000000
1172.844773,1.265625,401940.000000,21804.000000
1176.467288,1.266519,408458.000000,22112.000000
1180.085481,1.263580,415500.000000,22646.000000
1183.699353,1.262776,423175.000000,23107.000000
1187.308903,1.259586,431167.000000,23717.000000
1190.914131,1.255884,439458.000000,24380.000000
1195.714379,1.253741,450819.000000,25134.000000
1199.309524,1.254708,460669.000000,25626.000000
1202.900347,1.253753,471029.000000,26260.000000
1206.486848,1.253254,480916.000000,26842.000000
1210.069027,1.254330,491861.000000,27385.000000
1213.646885,1.254636,503550.000000,28016.000000
1217.220421,1.251386,515976.000000,28923.000000
1220.789636,1.245015,526727.000000,29962.000000
1224.354529,1.241940,537290.000000,30780.000000
1227.915100,1.235486,549160.000000,31931.000000
1231.471350,1.230867,561812.000000,33016.000000
1235.023278,1.226888,574865.000000,34094.000000
1239.752460,1.223463,589855.000000,35260.000000
1243.294304,1.221982,602768.000000,36155.000000
1246.831827,1.218930,616327.000000,37229.000000
1250.365028,1.218647,628780.000000,38006.000000
1253.893907,1.216944,640245.000000,38851.000000
1257.418465,1.216827,652792.000000,39623.000000
1260.938701,1.217304,665945.000000,40377.000000
1264.454615,1.218280,678287.000000,41033.000000
1267.966208,1.219929,690806.000000,41632.000000
1271.473479,1.219761,704539.000000,42476.000000
1274.976429,1.222203,718686.000000,43086.000000
1278.475056,1.224761,732831.000000,43676.000000
1281.969363,1.227403,745575.000000,44166.000000
1286.621715,1.233044,764267.000000,44689.000000
1290.105938,1.237145,774383.000000,44855.000000
1293.585838,1.242694,783466.000000,44805.000000
