Method:,Hadamard 1,,
1435.839233,1.391056,781539.000000,31761.000000
1439.133303,1.390585,779314.000000,31705.000000
1442.423052,1.391302,776294.000000,31530.000000
1445.708479,1.389623,773371.000000,31533.000000
1448.989585,1.390830,769695.000000,31296.000000
1452.266369,1.390515,767073.000000,31212.000000
1455.538831,1.390720,762960.000000,31030.000000
1459.895391,1.391691,757300.000000,30731.000000
1463.157769,1.392054,753568.000000,30554.000000
1466.415826,1.391428,749404.000000,30429.000000
1469.669561,1.392589,743755.000000,30119.000000
1472.918975,1.391751,738352.000000,29958.000000
1476.164067,1.392320,733201.000000,29710.000000
1479.404837,1.392034,727341.000000,29492.000000
1482.641285,1.390618,722073.000000,29374.000000
1485.873412,1.392607,716423.000000,29011.000000
1489.101218,1.393654,710602.000000,28706.000000
1492.324701,1.393141,704918.000000,28510.000000
1495.543863,1.393957,699704.000000,28246.000000
1498.758704,1.392590,694048.000000,28106.000000
1503.038435,1.395384,685926.000000,27599.000000
1506.243191,1.396155,680148.000000,27318.000000
1509.443626,1.394387,674608.000000,27206.000000
1512.639740,1.397125,668544.000000,26792.000000
1515.831531,1.396023,662594.000000,26621.000000
1519.019001,1.399353,656483.000000,26174.000000
1522.202150,1.396510,650629.000000,26111.000000
1525.380976,1.400729,645306.000000,25647.000000
1528.555481,1.400859,639735.000000,25418.000000
1531.725665,1.401272,634020.000000,25167.000000
1534.891527,1.401542,627659.000000,24899.000000
1538.053067,1.400754,622269.000000,24730.000000
1542.261731,1.401769,615200.000000,24392.000000
1545.413188,1.400853,609827.000000,24230.000000
1548.560322,1.402090,603717.000000,23919.000000
1551.703135,1.404355,598019.000000,23570.000000
1554.841627,1.406630,592181.000000,23218.000000
1557.975797,1.405711,586908.000000,23060.000000
1561.105645,1.404606,581634.000000,22911.000000
1564.231171,1.407756,575359.000000,22500.000000
1567.352376,1.407123,569413.000000,22300.000000
1570.469260,1.407298,564381.000000,22094.000000
1573.581821,1.407693,559167.000000,21870.000000
1576.690061,1.407398,552834.000000,21637.000000
1579.793979,1.406214,545902.000000,21424.000000
1583.925815,1.407804,538160.000000,21043.000000
1587.019649,1.404749,531798.000000,20941.000000
1590.109162,1.406476,525069.000000,20594.000000
1593.194353,1.404233,517012.000000,20383.000000
1596.275223,1.404985,509702.000000,20060.000000
1599.351771,1.404256,501846.000000,19784.000000
1602.423997,1.403529,494194.000000,19515.000000
1605.491902,1.404224,486692.000000,19188.000000
1608.555485,1.402637,478573.000000,18937.000000
1611.614747,1.400567,470336.000000,18700.000000
1614.669686,1.398550,461923.000000,18451.000000
1617.720304,1.398505,453440.000000,18114.000000
1621.781073,1.395330,442060.000000,17789.000000
1624.821607,1.393683,433505.000000,17511.000000
1627.857820,1.390846,424533.000000,17261.000000
1630.889711,1.391421,415861.000000,16886.000000
1633.917280,1.389228,406856.000000,16604.000000
1636.940528,1.387998,398326.000000,16302.000000
1639.959454,1.381458,388738.000000,16151.000000
1642.974059,1.379958,379099.000000,15805.000000
1645.984342,1.379700,369021.000000,15394.000000
1648.990303,1.375397,358096.000000,15087.000000
1651.991942,1.370718,345876.000000,14730.000000
1654.989260,1.364140,330871.000000,14306.000000
1657.982257,1.348915,313599.000000,14043.000000
1661.966196,1.329567,285561.000000,13370.000000
1664.949108,1.308189,259848.000000,12780.000000
1667.927699,1.283381,231057.000000,12032.000000
1670.901969,1.253327,201989.000000,11272.000000
1673.871916,1.227803,173597.000000,10274.000000
1676.837542,1.202941,147503.000000,9244.000000
1679.798846,1.189560,124801.000000,8066.000000
1682.755829,1.180626,105329.000000,6949.000000
1685.708490,1.182689,89413.000000,5871.000000
1688.656830,1.183297,76575.000000,5021.000000
1691.600847,1.196554,66181.000000,4209.000000
1694.540543,1.219490,57404.000000,3463.000000
1698.453416,1.234445,47491.000000,2768.000000
1701.383028,1.244687,41703.000000,2374.000000
