Method:,Hadamard 1,,
1534.891527,1.400444,627659.000000,24962.000000
1538.053067,1.399019,622269.000000,24829.000000
1542.261731,1.400631,615200.000000,24456.000000
1545.413188,1.400477,609827.000000,24251.000000
1548.560322,1.404549,603717.000000,23784.000000
1551.703135,1.402058,598019.000000,23695.000000
1554.841627,1.404707,592181.000000,23321.000000
1557.975797,1.403982,586908.000000,23152.000000
1561.105645,1.404189,581634.000000,22933.000000
1564.231171,1.405235,575359.000000,22631.000000
1567.352376,1.404559,569413.000000,22432.000000
1570.469260,1.407219,564381.000000,22098.000000
1573.581821,1.406562,559167.000000,21927.000000
1576.690061,1.406295,552834.000000,21692.000000
1579.793979,1.404878,545902.000000,21490.000000
1583.925815,1.405991,538160.000000,21131.000000
1587.019649,1.404646,531798.000000,20946.000000
1590.109162,1.404918,525069.000000,20668.000000
1593.194353,1.400435,517012.000000,20562.000000
1596.275223,1.402202,509702.000000,20189.000000
1599.351771,1.403883,501846.000000,19801.000000
1602.423997,1.401597,494194.000000,19602.000000
1605.491902,1.398871,486692.000000,19426.000000
1608.555485,1.399051,478573.000000,19094.000000
1611.614747,1.399199,470336.000000,18759.000000
1614.669686,1.397609,461923.000000,18491.000000
1617.720304,1.396329,453440.000000,18205.000000
1621.781073,1.394208,442060.000000,17835.000000
1624.821607,1.393931,433505.000000,17501.000000
1627.857820,1.389865,424533.000000,17300.000000
1630.889711,1.390471,415861.000000,16923.000000
1633.917280,1.388627,406856.000000,16627.000000
1636.940528,1.388424,398326.000000,16286.000000
1639.959454,1.384453,388738.000000,16040.000000
1642.974059,1.382521,379099.000000,15712.000000
1645.984342,1.380151,369021.000000,15378.000000
1648.990303,1.377590,358096.000000,15011.000000
1651.991942,1.369099,345876.000000,14785.000000
1654.989260,1.363594,330871.000000,14324.000000
1657.982257,1.351085,313599.000000,13973.000000
1661.966196,1.329600,285561.000000,13369.000000
1664.949108,1.312629,259848.000000,12650.000000
1667.927699,1.288428,231057.000000,11893.000000
1670.901969,1.265517,201989.000000,10960.000000
1673.871916,1.241850,173597.000000,9947.000000
1676.837542,1.222840,147503.000000,8830.000000
1679.798846,1.208770,124801.000000,7717.000000
1682.755829,1.203926,105329.000000,6586.000000
1685.708490,1.208126,89413.000000,5537.000000
1688.656830,1.216261,76575.000000,4654.000000
1691.600847,1.232126,66181.000000,3878.000000
1694.540543,1.244793,57404.000000,3267.000000
1698.453416,1.256160,47491.000000,2633.000000
1701.383028,1.242497,41703.000000,2386.000000
