Method:,Hadamard 1,,
1509.443626,1.397109,674608.000000,27036.000000
1512.639740,1.397628,668544.000000,26761.000000
1515.831531,1.395615,662594.000000,26646.000000
1519.019001,1.398028,656483.000000,26254.000000
1522.202150,1.397859,650629.000000,26030.000000
1525.380976,1.400306,645306.000000,25672.000000
1528.555481,1.401303,639735.000000,25392.000000
1531.725665,1.401496,634020.000000,25154.000000
1534.891527,1.402083,627659.000000,24868.000000
1538.053067,1.402496,622269.000000,24631.000000
1542.261731,1.402517,615200.000000,24350.000000
1545.413188,1.404525,609827.000000,24026.000000
1548.560322,1.404001,603717.000000,23814.000000
1551.703135,1.404613,598019.000000,23556.000000
1554.841627,1.406125,592181.000000,23245.000000
1557.975797,1.405767,586908.000000,23057.000000
1561.105645,1.407077,581634.000000,22781.000000
1564.231171,1.408143,575359.000000,22480.000000
1567.352376,1.407863,569413.000000,22262.000000
1570.469260,1.407082,564381.000000,22105.000000
1573.581821,1.408985,559167.000000,21805.000000
1576.690061,1.410480,552834.000000,21484.000000
1579.793979,1.408002,545902.000000,21336.000000
1583.925815,1.409396,538160.000000,20966.000000
1587.019649,1.406807,531798.000000,20842.000000
1590.109162,1.409927,525069.000000,20431.000000
1593.194353,1.404680,517012.000000,20362.000000
1596.275223,1.404315,509702.000000,20091.000000
1599.351771,1.404718,501846.000000,19763.000000
1602.423997,1.404643,494194.000000,19465.000000
1605.491902,1.402463,486692.000000,19266.000000
1608.555485,1.400669,478573.000000,19023.000000
1611.614747,1.402172,470336.000000,18631.000000
1614.669686,1.400106,461923.000000,18385.000000
1617.720304,1.398218,453440.000000,18126.000000
1621.781073,1.394549,442060.000000,17821.000000
1624.821607,1.394651,433505.000000,17472.000000
1627.857820,1.391374,424533.000000,17240.000000
1630.889711,1.393432,415861.000000,16808.000000
1633.917280,1.392036,406856.000000,16497.000000
1636.940528,1.390670,398326.000000,16202.000000
1639.959454,1.387605,388738.000000,15924.000000
1642.974059,1.385294,379099.000000,15612.000000
1645.984342,1.383867,369021.000000,15247.000000
1648.990303,1.377879,358096.000000,15001.000000
1651.991942,1.370718,345876.000000,14730.000000
1654.989260,1.363110,330871.000000,14340.000000
1657.982257,1.351334,313599.000000,13965.000000
1661.966196,1.330966,285561.000000,13327.000000
1664.949108,1.305614,259848.000000,12856.000000
1667.927699,1.282444,231057.000000,12058.000000
1670.901969,1.255916,201989.000000,11205.000000
1673.871916,1.224350,173597.000000,10356.000000
1676.837542,1.205533,147503.000000,9189.000000
1679.798846,1.185274,124801.000000,8146.000000
1682.755829,1.185086,105329.000000,6878.000000
1685.708490,1.182097,89413.000000,5879.000000
1688.656830,1.187469,76575.000000,4973.000000
1691.600847,1.202790,66181.000000,4149.000000
1694.540543,1.215371,57404.000000,3496.000000
1698.453416,1.218729,47491.000000,2870.000000
1701.383028,1.236711,41703.000000,2418.000000
