Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 21:37:14,,
Header Version:,1,,
System Temp (C):,32.45,,
Detector Temp (C):,27.76,,
Humidity (%):,30.23,,
Lamp PD:,3753,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.690,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,1.062371,72949.000000,6319.000000
905.910380,1.071691,86574.000000,7340.000000
909.838291,1.066971,94937.000000,8137.000000
913.761880,1.065566,104155.000000,8956.000000
917.681147,1.067004,115457.000000,9895.000000
921.596093,1.074551,129508.000000,10908.000000
925.506717,1.081933,146775.000000,12154.000000
929.413019,1.083054,166260.000000,13732.000000
933.315000,1.086888,185226.000000,15164.000000
937.212659,1.089482,202728.000000,16498.000000
941.105996,1.091725,218970.000000,17728.000000
944.995012,1.095841,234123.000000,18776.000000
948.879706,1.101912,248597.000000,19660.000000
954.052576,1.114198,267996.000000,20603.000000
957.927186,1.122885,282408.000000,21281.000000
961.797475,1.130684,296402.000000,21938.000000
965.663442,1.139407,310342.000000,22513.000000
969.525087,1.143655,323067.000000,23208.000000
973.382411,1.147558,335535.000000,23888.000000
977.235413,1.155007,347127.000000,24293.000000
981.084093,1.158631,357110.000000,24784.000000
984.928452,1.163058,365762.000000,25127.000000
988.768490,1.166343,373247.000000,25448.000000
992.604205,1.169090,378804.000000,25664.000000
996.435599,1.172057,382649.000000,25748.000000
1000.262671,1.175810,385370.000000,25708.000000
1005.358712,1.177039,387154.000000,25754.000000
1009.175700,1.176848,387134.000000,25764.000000
1012.988367,1.174337,386471.000000,25869.000000
1016.796712,1.174560,385219.000000,25772.000000
1020.600736,1.172762,383747.000000,25780.000000
1024.400438,1.172654,382119.000000,25677.000000
1028.195818,1.173640,379870.000000,25468.000000
1031.986877,1.171703,377704.000000,25436.000000
1035.773614,1.171962,374438.000000,25201.000000
1039.556029,1.173019,370584.000000,24881.000000
1043.334123,1.174893,367475.000000,24566.000000
1047.107895,1.175514,364330.000000,24321.000000
1052.132869,1.175202,359009.000000,23983.000000
1055.896557,1.175300,356290.000000,23796.000000
1059.655924,1.176845,354149.000000,23569.000000
1063.410969,1.177427,351795.000000,23381.000000
1067.161692,1.178831,349463.000000,23151.000000
1070.908094,1.181765,347652.000000,22876.000000
1074.650174,1.186088,346034.000000,22544.000000
1078.387933,1.189009,344815.000000,22314.000000
1082.121369,1.187111,343958.000000,22356.000000
1085.850485,1.191240,343127.000000,22091.000000
1089.575278,1.193805,343191.000000,21965.000000
1093.295750,1.196252,344015.000000,21894.000000
1097.011900,1.199313,344296.000000,21758.000000
1101.960045,1.202514,345137.000000,21651.000000
1105.666111,1.206547,346153.000000,21514.000000
1109.367856,1.209735,346661.000000,21388.000000
1113.065279,1.215639,347841.000000,21171.000000
1116.758381,1.220601,348929.000000,20996.000000
1120.447161,1.226450,350595.000000,20814.000000
1124.131619,1.240811,352040.000000,20220.000000
1127.811756,1.255530,353928.000000,19651.000000
1131.487571,1.273038,355980.000000,18984.000000
1135.159064,1.289559,357920.000000,18375.000000
1138.826236,1.303947,360493.000000,17904.000000
1142.489086,1.313626,363800.000000,17670.000000
1147.366164,1.325281,368112.000000,17406.000000
1151.018930,1.334698,371448.000000,17187.000000
1154.667374,1.347661,375777.000000,16876.000000
1158.311497,1.356856,380111.000000,16713.000000
1161.951299,1.361821,384988.000000,16735.000000
1165.586779,1.366819,389793.000000,16750.000000
1169.217937,1.368506,395608.000000,16934.000000
1172.844773,1.370125,401940.000000,17141.000000
1176.467288,1.368556,408458.000000,17482.000000
1180.085481,1.362094,415500.000000,18050.000000
1183.699353,1.356167,423175.000000,18636.000000
1187.308903,1.344811,431167.000000,19491.000000
1190.914131,1.339160,439458.000000,20126.000000
1195.714379,1.329000,450819.000000,21135.000000
1199.309524,1.325132,460669.000000,21790.000000
1202.900347,1.323304,471029.000000,22374.000000
1206.486848,1.320492,480916.000000,22992.000000
1210.069027,1.317442,491861.000000,23681.000000
1213.646885,1.313142,503550.000000,24485.000000
1217.220421,1.308275,515976.000000,25372.000000
1220.789636,1.302324,526727.000000,26258.000000
1224.354529,1.295688,537290.000000,27197.000000
1227.915100,1.287253,549160.000000,28343.000000
1231.471350,1.281791,561812.000000,29363.000000
1235.023278,1.276849,574865.000000,30389.000000
1239.752460,1.271471,589855.000000,31570.000000
1243.294304,1.269270,602768.000000,32425.000000
1246.831827,1.265610,616327.000000,33435.000000
1250.365028,1.265884,628780.000000,34089.000000
1253.893907,1.264555,640245.000000,34817.000000
1257.418465,1.264106,652792.000000,35536.000000
1260.938701,1.264130,665945.000000,36250.000000
1264.454615,1.264258,678287.000000,36911.000000
1267.966208,1.266670,690806.000000,37384.000000
1271.473479,1.266798,704539.000000,38116.000000
1274.976429,1.267898,718686.000000,38783.000000
1278.475056,1.268638,732831.000000,39479.000000
1281.969363,1.270453,745575.000000,39998.000000
1286.621715,1.273512,764267.000000,40713.000000
1290.105938,1.276649,774383.000000,40955.000000
1293.585838,1.280855,783466.000000,41036.000000
1297.061417,1.284807,792419.000000,41129.000000
1300.532675,1.288948,802228.000000,41243.000000
1303.999611,1.294452,810668.000000,41152.000000
1307.462225,1.300341,816703.000000,40900.000000
1310.920518,1.307874,823212.000000,40517.000000
1314.374489,1.314192,830491.000000,40285.000000
1317.824138,1.321823,836234.000000,39857.000000
1321.269466,1.331761,840134.000000,39137.000000
1324.710472,1.339231,843025.000000,38602.000000
1328.147156,1.348612,846348.000000,37926.000000
1332.722679,1.363149,850466.000000,36856.000000
1336.149280,1.374615,851778.000000,35951.000000
1339.571559,1.386532,852802.000000,35020.000000
1342.989516,1.397705,853887.000000,34174.000000
1346.403152,1.409674,855068.000000,33291.000000
1349.812466,1.415878,853771.000000,32769.000000
1353.217459,1.421895,852103.000000,32255.000000
1356.618129,1.427572,851003.000000,31795.000000
1360.014478,1.430402,849616.000000,31537.000000
1363.406506,1.434855,847186.000000,31126.000000
1366.794212,1.439822,845120.000000,30697.000000
1370.177596,1.442951,844187.000000,30443.000000
1374.682052,1.447514,841418.000000,30026.000000
1378.055353,1.450596,837589.000000,29678.000000
1381.424332,1.452949,835101.000000,29430.000000
1384.788989,1.456536,832957.000000,29113.000000
1388.149324,1.457841,830471.000000,28939.000000
1391.505338,1.459756,826502.000000,28674.000000
1394.857030,1.461403,822727.000000,28435.000000
1398.204401,1.459678,819381.000000,28432.000000
1401.547450,1.459070,815212.000000,28327.000000
1404.886177,1.459012,810816.000000,28178.000000
1408.220583,1.459316,807007.000000,28026.000000
1411.550667,1.459817,803845.000000,27884.000000
1414.876429,1.460199,800571.000000,27746.000000
1419.304056,1.458457,795411.000000,27678.000000
1422.619735,1.458213,791863.000000,27570.000000
1425.931092,1.459409,789812.000000,27423.000000
1429.238127,1.457897,787498.000000,27438.000000
1432.540841,1.458877,784703.000000,27279.000000
1435.839233,1.456486,781539.000000,27319.000000
1439.133303,1.455152,779314.000000,27325.000000
1442.423052,1.455889,776294.000000,27173.000000
1445.708479,1.455515,773371.000000,27094.000000
1448.989585,1.455583,769695.000000,26961.000000
1452.266369,1.454439,767073.000000,26940.000000
1455.538831,1.454805,762960.000000,26773.000000
1459.895391,1.454517,757300.000000,26592.000000
1463.157769,1.453107,753568.000000,26547.000000
1466.415826,1.456034,749404.000000,26223.000000
1469.669561,1.454823,743755.000000,26098.000000
1472.918975,1.454260,738352.000000,25942.000000
1476.164067,1.453132,733201.000000,25828.000000
1479.404837,1.452042,727341.000000,25686.000000
1482.641285,1.453286,722073.000000,25427.000000
1485.873412,1.453493,716423.000000,25216.000000
1489.101218,1.453773,710602.000000,24995.000000
1492.324701,1.454300,704918.000000,24765.000000
1495.543863,1.451883,699704.000000,24719.000000
1498.758704,1.452915,694048.000000,24461.000000
1503.038435,1.452444,685926.000000,24201.000000
1506.243191,1.454187,680148.000000,23901.000000
1509.443626,1.453552,674608.000000,23741.000000
1512.639740,1.453434,668544.000000,23534.000000
1515.831531,1.454171,662594.000000,23285.000000
1519.019001,1.455137,656483.000000,23019.000000
1522.202150,1.456085,650629.000000,22764.000000
1525.380976,1.456484,645306.000000,22557.000000
1528.555481,1.455888,639735.000000,22393.000000
1531.725665,1.455809,634020.000000,22197.000000
1534.891527,1.455755,627659.000000,21977.000000
1538.053067,1.457819,622269.000000,21685.000000
1542.261731,1.459252,615200.000000,21368.000000
1545.413188,1.458891,609827.000000,21199.000000
1548.560322,1.458097,603717.000000,21025.000000
1551.703135,1.458026,598019.000000,20830.000000
1554.841627,1.459917,592181.000000,20537.000000
1557.975797,1.463090,586908.000000,20206.000000
1561.105645,1.463533,581634.000000,20004.000000
1564.231171,1.461828,575359.000000,19866.000000
1567.352376,1.462308,569413.000000,19639.000000
1570.469260,1.461783,564381.000000,19489.000000
1573.581821,1.463178,559167.000000,19247.000000
1576.690061,1.464665,552834.000000,18964.000000
1579.793979,1.463026,545902.000000,18797.000000
1583.925815,1.462825,538160.000000,18539.000000
1587.019649,1.464627,531798.000000,18244.000000
1590.109162,1.460766,525069.000000,18174.000000
1593.194353,1.459049,517012.000000,17966.000000
