Method:,Hadamard 1,,
1432.540841,1.392155,784703.000000,31809.000000
1435.839233,1.390701,781539.000000,31787.000000
1439.133303,1.391641,779314.000000,31628.000000
1442.423052,1.391729,776294.000000,31499.000000
1445.708479,1.390878,773371.000000,31442.000000
1448.989585,1.390026,769695.000000,31354.000000
1452.266369,1.390459,767073.000000,31216.000000
1455.538831,1.391224,762960.000000,30994.000000
1459.895391,1.391833,757300.000000,30721.000000
1463.157769,1.391543,753568.000000,30590.000000
1466.415826,1.391942,749404.000000,30393.000000
1469.669561,1.392950,743755.000000,30094.000000
1472.918975,1.391809,738352.000000,29954.000000
1476.164067,1.391255,733201.000000,29783.000000
1479.404837,1.392520,727341.000000,29459.000000
1482.641285,1.391625,722073.000000,29306.000000
1485.873412,1.391635,716423.000000,29076.000000
1489.101218,1.392536,710602.000000,28780.000000
1492.324701,1.391545,704918.000000,28615.000000
1495.543863,1.393604,699704.000000,28269.000000
1498.758704,1.391572,694048.000000,28172.000000
1503.038435,1.395888,685926.000000,27567.000000
1506.243191,1.393713,680148.000000,27472.000000
1509.443626,1.396932,674608.000000,27047.000000
1512.639740,1.398131,668544.000000,26730.000000
1515.831531,1.397216,662594.000000,26548.000000
1519.019001,1.397499,656483.000000,26286.000000
1522.202150,1.398160,650629.000000,26012.000000
1525.380976,1.399833,645306.000000,25700.000000
1528.555481,1.399375,639735.000000,25505.000000
1531.725665,1.401634,634020.000000,25146.000000
1534.891527,1.401193,627659.000000,24919.000000
1538.053067,1.400824,622269.000000,24726.000000
1542.261731,1.403482,615200.000000,24296.000000
1545.413188,1.402649,609827.000000,24130.000000
1548.560322,1.402690,603717.000000,23886.000000
1551.703135,1.403509,598019.000000,23616.000000
1554.841627,1.405154,592181.000000,23297.000000
1557.975797,1.405146,586908.000000,23090.000000
1561.105645,1.405498,581634.000000,22864.000000
1564.231171,1.407178,575359.000000,22530.000000
1567.352376,1.407844,569413.000000,22263.000000
1570.469260,1.408380,564381.000000,22039.000000
1573.581821,1.407474,559167.000000,21881.000000
1576.690061,1.406455,552834.000000,21684.000000
1579.793979,1.405951,545902.000000,21437.000000
1583.925815,1.410080,538160.000000,20933.000000
1587.019649,1.409504,531798.000000,20713.000000
1590.109162,1.407933,525069.000000,20525.000000
1593.194353,1.404638,517012.000000,20364.000000
1596.275223,1.404120,509702.000000,20100.000000
1599.351771,1.405091,501846.000000,19746.000000
1602.423997,1.403329,494194.000000,19524.000000
1605.491902,1.401607,486692.000000,19304.000000
1608.555485,1.400464,478573.000000,19032.000000
1611.614747,1.399801,470336.000000,18733.000000
1614.669686,1.397727,461923.000000,18486.000000
1617.720304,1.399922,453440.000000,18055.000000
1621.781073,1.396038,442060.000000,17760.000000
1624.821607,1.394478,433505.000000,17479.000000
1627.857820,1.390619,424533.000000,17270.000000
1630.889711,1.393665,415861.000000,16799.000000
1633.917280,1.391431,406856.000000,16520.000000
1636.940528,1.388424,398326.000000,16286.000000
1639.959454,1.385266,388738.000000,16010.000000
1642.974059,1.382494,379099.000000,15713.000000
1645.984342,1.381311,369021.000000,15337.000000
1648.990303,1.377648,358096.000000,15009.000000
1651.991942,1.374330,345876.000000,14608.000000
1654.989260,1.366729,330871.000000,14221.000000
1657.982257,1.354799,313599.000000,13854.000000
1661.966196,1.331749,285561.000000,13303.000000
1664.949108,1.314763,259848.000000,12588.000000
1667.927699,1.288720,231057.000000,11885.000000
1670.901969,1.265795,201989.000000,10953.000000
1673.871916,1.239629,173597.000000,9998.000000
1676.837542,1.224269,147503.000000,8801.000000
1679.798846,1.215576,124801.000000,7597.000000
1682.755829,1.210504,105329.000000,6487.000000
1685.708490,1.212937,89413.000000,5476.000000
1688.656830,1.213841,76575.000000,4680.000000
1691.600847,1.216831,66181.000000,4017.000000
1694.540543,1.238721,57404.000000,3313.000000
1698.453416,1.258642,47491.000000,2618.000000
1701.383028,1.264716,41703.000000,2267.000000
