Method:,Hadamard 1,,
Host Date-Time:,19/11/19 @ 21:39:57,,
Header Version:,1,,
System Temp (C):,33.24,,
Detector Temp (C):,28.77,,
Humidity (%):,29.73,,
Lamp PD:,3752,,
Shift Vector Coefficients:,-9.58825,0.0592209,-8.02911e-05,,
Pixel to Wavelength Coefficients:,1788.66,-0.931881,-0.000240091,,
Serial Number:,6460050,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.706,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.666444,0.926305,72949.000000,8644.000000
905.910380,0.928872,86574.000000,10198.000000
909.838291,0.928334,94937.000000,11197.000000
913.761880,0.935901,104155.000000,12072.000000
917.681147,0.942900,115457.000000,13168.000000
921.596093,0.953060,129508.000000,14429.000000
925.506717,0.961935,146775.000000,16022.000000
929.413019,0.971736,166260.000000,17744.000000
933.315000,0.977133,185226.000000,19524.000000
937.212659,0.983909,202728.000000,21038.000000
941.105996,0.990389,218970.000000,22387.000000
944.995012,0.999709,234123.000000,23428.000000
948.879706,1.013209,248597.000000,24115.000000
954.052576,1.033659,267996.000000,24801.000000
957.927186,1.050356,282408.000000,25149.000000
961.797475,1.064592,296402.000000,25544.000000
965.663442,1.077084,310342.000000,25987.000000
969.525087,1.084019,323067.000000,26624.000000
973.382411,1.091664,335535.000000,27169.000000
977.235413,1.095991,347127.000000,27829.000000
981.084093,1.102076,357110.000000,28231.000000
984.928452,1.105498,365762.000000,28688.000000
988.768490,1.108282,373247.000000,29088.000000
992.604205,1.109506,378804.000000,29438.000000
996.435599,1.112552,382649.000000,29529.000000
1000.262671,1.112201,385370.000000,29763.000000
1005.358712,1.113172,387154.000000,29834.000000
1009.175700,1.111914,387134.000000,29919.000000
1012.988367,1.110517,386471.000000,29964.000000
1016.796712,1.107488,385219.000000,30076.000000
1020.600736,1.105291,383747.000000,30113.000000
1024.400438,1.101559,382119.000000,30244.000000
1028.195818,1.098852,379870.000000,30254.000000
1031.986877,1.097202,377704.000000,30196.000000
1035.773614,1.097505,374438.000000,29914.000000
1039.556029,1.094758,370584.000000,29794.000000
1043.334123,1.095509,367475.000000,29493.000000
1047.107895,1.095666,364330.000000,29230.000000
1052.132869,1.092318,359009.000000,29026.000000
1055.896557,1.089061,356290.000000,29023.000000
1059.655924,1.089552,354149.000000,28816.000000
1063.410969,1.090805,351795.000000,28542.000000
1067.161692,1.087962,349463.000000,28539.000000
1070.908094,1.088822,347652.000000,28335.000000
1074.650174,1.088454,346034.000000,28227.000000
1078.387933,1.089359,344815.000000,28069.000000
1082.121369,1.088124,343958.000000,28079.000000
1085.850485,1.088902,343127.000000,27961.000000
1089.575278,1.088611,343191.000000,27985.000000
1093.295750,1.090506,344015.000000,27930.000000
1097.011900,1.090799,344296.000000,27934.000000
1101.960045,1.091656,345137.000000,27947.000000
1105.666111,1.092622,346153.000000,27967.000000
1109.367856,1.093135,346661.000000,27975.000000
1113.065279,1.095108,347841.000000,27943.000000
1116.758381,1.098724,348929.000000,27798.000000
1120.447161,1.102718,350595.000000,27675.000000
1124.131619,1.113687,352040.000000,27096.000000
1127.811756,1.124850,353928.000000,26550.000000
1131.487571,1.144205,355980.000000,25540.000000
1135.159064,1.161300,357920.000000,24688.000000
1138.826236,1.182570,360493.000000,23677.000000
1142.489086,1.201103,363800.000000,22896.000000
1147.366164,1.220489,368112.000000,22156.000000
1151.018930,1.234440,371448.000000,21650.000000
1154.667374,1.245227,375777.000000,21365.000000
1158.311497,1.252920,380111.000000,21232.000000
1161.951299,1.258456,384988.000000,21232.000000
1165.586779,1.263516,389793.000000,21248.000000
1169.217937,1.265453,395608.000000,21469.000000
1172.844773,1.264988,401940.000000,21836.000000
1176.467288,1.266441,408458.000000,22116.000000
1180.085481,1.267084,415500.000000,22464.000000
1183.699353,1.262363,423175.000000,23129.000000
1187.308903,1.261384,431167.000000,23619.000000
1190.914131,1.256775,439458.000000,24330.000000
1195.714379,1.255593,450819.000000,25027.000000
1199.309524,1.254573,460669.000000,25634.000000
1202.900347,1.253736,471029.000000,26261.000000
1206.486848,1.255135,480916.000000,26726.000000
1210.069027,1.255775,491861.000000,27294.000000
1213.646885,1.255941,503550.000000,27932.000000
1217.220421,1.250621,515976.000000,28974.000000
1220.789636,1.248318,526727.000000,29735.000000
1224.354529,1.244204,537290.000000,30620.000000
1227.915100,1.236603,549160.000000,31849.000000
1231.471350,1.231472,561812.000000,32970.000000
1235.023278,1.227678,574865.000000,34032.000000
1239.752460,1.224993,589855.000000,35136.000000
1243.294304,1.222619,602768.000000,36102.000000
1246.831827,1.220414,616327.000000,37102.000000
1250.365028,1.219573,628780.000000,37925.000000
1253.893907,1.218736,640245.000000,38691.000000
1257.418465,1.217145,652792.000000,39594.000000
1260.938701,1.218338,665945.000000,40281.000000
1264.454615,1.219924,678287.000000,40878.000000
1267.966208,1.220231,690806.000000,41603.000000
1271.473479,1.221298,704539.000000,42326.000000
1274.976429,1.222526,718686.000000,43054.000000
1278.475056,1.225607,732831.000000,43591.000000
1281.969363,1.228112,745575.000000,44094.000000
1286.621715,1.234612,764267.000000,44528.000000
1290.105938,1.238027,774383.000000,44764.000000
1293.585838,1.243470,783466.000000,44725.000000
1297.061417,1.249338,792419.000000,44629.000000
1300.532675,1.254593,802228.000000,44638.000000
1303.999611,1.260815,810668.000000,44466.000000
1307.462225,1.269095,816703.000000,43951.000000
1310.920518,1.277322,823212.000000,43470.000000
1314.374489,1.285826,830491.000000,43004.000000
1317.824138,1.295669,836234.000000,42331.000000
1321.269466,1.304671,840134.000000,41656.000000
1324.710472,1.314500,843025.000000,40864.000000
1328.147156,1.323031,846348.000000,40227.000000
1332.722679,1.335077,850466.000000,39317.000000
1336.149280,1.343233,851778.000000,38645.000000
1339.571559,1.350060,852802.000000,38088.000000
1342.989516,1.357392,853887.000000,37498.000000
1346.403152,1.362521,855068.000000,37109.000000
1349.812466,1.367339,853771.000000,36644.000000
1353.217459,1.370945,852103.000000,36270.000000
1356.618129,1.373496,851003.000000,36011.000000
1360.014478,1.376980,849616.000000,35665.000000
1363.406506,1.379774,847186.000000,35335.000000
1366.794212,1.383136,845120.000000,34977.000000
1370.177596,1.383066,844187.000000,34944.000000
1374.682052,1.384707,841418.000000,34698.000000
1378.055353,1.387054,837589.000000,34354.000000
1381.424332,1.389520,835101.000000,34058.000000
1384.788989,1.391796,832957.000000,33793.000000
1388.149324,1.391733,830471.000000,33697.000000
1391.505338,1.391293,826502.000000,33570.000000
1394.857030,1.390354,822727.000000,33489.000000
1398.204401,1.391603,819381.000000,33257.000000
1401.547450,1.390342,815212.000000,33184.000000
1404.886177,1.390645,810816.000000,32982.000000
1408.220583,1.390487,807007.000000,32839.000000
1411.550667,1.390930,803845.000000,32677.000000
1414.876429,1.390649,800571.000000,32565.000000
1419.304056,1.390315,795411.000000,32380.000000
1422.619735,1.389219,791863.000000,32317.000000
1425.931092,1.391262,789812.000000,32082.000000
1429.238127,1.390503,787498.000000,32044.000000
1432.540841,1.391378,784703.000000,31866.000000
1435.839233,1.390892,781539.000000,31773.000000
1439.133303,1.390188,779314.000000,31734.000000
1442.423052,1.390106,776294.000000,31617.000000
1445.708479,1.390726,773371.000000,31453.000000
1448.989585,1.389680,769695.000000,31379.000000
1452.266369,1.390153,767073.000000,31238.000000
1455.538831,1.390692,762960.000000,31032.000000
1459.895391,1.390760,757300.000000,30797.000000
1463.157769,1.389277,753568.000000,30750.000000
1466.415826,1.392071,749404.000000,30384.000000
1469.669561,1.390159,743755.000000,30288.000000
1472.918975,1.390491,738352.000000,30045.000000
1476.164067,1.391371,733201.000000,29775.000000
1479.404837,1.390358,727341.000000,29606.000000
1482.641285,1.390692,722073.000000,29369.000000
1485.873412,1.391172,716423.000000,29107.000000
1489.101218,1.392460,710602.000000,28785.000000
1492.324701,1.392654,704918.000000,28542.000000
1495.543863,1.393450,699704.000000,28279.000000
1498.758704,1.392590,694048.000000,28106.000000
1503.038435,1.392936,685926.000000,27755.000000
1506.243191,1.392624,680148.000000,27541.000000
1509.443626,1.396242,674608.000000,27090.000000
1512.639740,1.396639,668544.000000,26822.000000
1515.831531,1.394785,662594.000000,26697.000000
1519.019001,1.395801,656483.000000,26389.000000
1522.202150,1.396593,650629.000000,26106.000000
1525.380976,1.398196,645306.000000,25797.000000
1528.555481,1.398864,639735.000000,25535.000000
1531.725665,1.403191,634020.000000,25056.000000
1534.891527,1.401664,627659.000000,24892.000000
1538.053067,1.402514,622269.000000,24630.000000
1542.261731,1.402303,615200.000000,24362.000000
1545.413188,1.403045,609827.000000,24108.000000
1548.560322,1.403819,603717.000000,23824.000000
1551.703135,1.403288,598019.000000,23628.000000
1554.841627,1.404577,592181.000000,23328.000000
1557.975797,1.405824,586908.000000,23054.000000
1561.105645,1.404416,581634.000000,22921.000000
1564.231171,1.408259,575359.000000,22474.000000
1567.352376,1.408547,569413.000000,22227.000000
1570.469260,1.406199,564381.000000,22150.000000
1573.581821,1.407772,559167.000000,21866.000000
1576.690061,1.408141,552834.000000,21600.000000
1579.793979,1.406660,545902.000000,21402.000000
1583.925815,1.409541,538160.000000,20959.000000
