Method:,Hadamard 1,,
1176.467288,1.257731,408458.000000,22564.000000
1180.085481,1.262583,415500.000000,22698.000000
1183.699353,1.261706,423175.000000,23164.000000
1187.308903,1.258744,431167.000000,23763.000000
1190.914131,1.251770,439458.000000,24612.000000
1195.714379,1.246679,450819.000000,25546.000000
1199.309524,1.246532,460669.000000,26113.000000
1202.900347,1.245935,471029.000000,26737.000000
1206.486848,1.246066,480916.000000,27290.000000
1210.069027,1.245103,491861.000000,27973.000000
1213.646885,1.242997,503550.000000,28777.000000
1217.220421,1.238603,515976.000000,29787.000000
1220.789636,1.230154,526727.000000,31005.000000
1224.354529,1.222704,537290.000000,32174.000000
1227.915100,1.216746,549160.000000,33339.000000
1231.471350,1.207201,561812.000000,34865.000000
1235.023278,1.201241,574865.000000,36168.000000
1239.752460,1.194081,589855.000000,37728.000000
1243.294304,1.190536,602768.000000,38870.000000
1246.831827,1.187089,616327.000000,40061.000000
1250.365028,1.184023,628780.000000,41160.000000
1253.893907,1.182043,640245.000000,42102.000000
1257.418465,1.181781,652792.000000,42953.000000
1260.938701,1.181182,665945.000000,43879.000000
1264.454615,1.181213,678287.000000,44689.000000
1267.966208,1.180734,690806.000000,45564.000000
1271.473479,1.180686,704539.000000,46475.000000
1274.976429,1.181201,718686.000000,47352.000000
1278.475056,1.181795,732831.000000,48218.000000
1281.969363,1.183849,745575.000000,48825.000000
1286.621715,1.186932,764267.000000,49695.000000
1290.105938,1.189109,774383.000000,50101.000000
1293.585838,1.193541,783466.000000,50174.000000
1297.061417,1.198459,792419.000000,50176.000000
1300.532675,1.201816,802228.000000,50406.000000
1303.999611,1.208797,810668.000000,50124.000000
1307.462225,1.215350,816703.000000,49741.000000
1310.920518,1.222559,823212.000000,49312.000000
1314.374489,1.231360,830491.000000,48750.000000
1317.824138,1.240264,836234.000000,48091.000000
1321.269466,1.252546,840134.000000,46968.000000
1324.710472,1.261772,843025.000000,46139.000000
1328.147156,1.273074,846348.000000,45131.000000
1332.722679,1.287885,850466.000000,43830.000000
1336.149280,1.299675,851778.000000,42722.000000
1339.571559,1.311744,852802.000000,41601.000000
1342.989516,1.323570,853887.000000,40535.000000
1346.403152,1.333265,855068.000000,39695.000000
1349.812466,1.340544,853771.000000,38976.000000
1353.217459,1.348008,852103.000000,38237.000000
1356.618129,1.352278,851003.000000,37814.000000
1360.014478,1.357293,849616.000000,37319.000000
1363.406506,1.360764,847186.000000,36916.000000
1366.794212,1.364554,845120.000000,36506.000000
1370.177596,1.369256,844187.000000,36073.000000
1374.682052,1.371882,841418.000000,35738.000000
1378.055353,1.376044,837589.000000,35236.000000
1381.424332,1.378242,835101.000000,34954.000000
1384.788989,1.381007,832957.000000,34643.000000
1388.149324,1.382060,830471.000000,34456.000000
1391.505338,1.382774,826502.000000,34235.000000
1394.857030,1.382871,822727.000000,34071.000000
1398.204401,1.382505,819381.000000,33961.000000
1401.547450,1.382123,815212.000000,33818.000000
1404.886177,1.381924,810816.000000,33651.000000
1408.220583,1.382455,807007.000000,33452.000000
1411.550667,1.383015,803845.000000,33278.000000
1414.876429,1.382471,800571.000000,33184.000000
1419.304056,1.382249,795411.000000,32987.000000
1422.619735,1.382591,791863.000000,32814.000000
1425.931092,1.383135,789812.000000,32688.000000
1429.238127,1.382114,787498.000000,32669.000000
1432.540841,1.382688,784703.000000,32510.000000
1435.839233,1.381508,781539.000000,32467.000000
1439.133303,1.381033,779314.000000,32410.000000
1442.423052,1.382170,776294.000000,32200.000000
1445.708479,1.381464,773371.000000,32131.000000
1448.989585,1.382133,769695.000000,31929.000000
1452.266369,1.381441,767073.000000,31871.000000
1455.538831,1.381251,762960.000000,31714.000000
1459.895391,1.381606,757300.000000,31453.000000
1463.157769,1.381759,753568.000000,31287.000000
1466.415826,1.383466,749404.000000,30992.000000
1469.669561,1.382837,743755.000000,30803.000000
1472.918975,1.382060,738352.000000,30634.000000
1476.164067,1.382307,733201.000000,30403.000000
1479.404837,1.383042,727341.000000,30109.000000
1482.641285,1.383302,722073.000000,29873.000000
1485.873412,1.382779,716423.000000,29675.000000
1489.101218,1.382733,710602.000000,29437.000000
1492.324701,1.384231,704918.000000,29101.000000
1495.543863,1.383866,699704.000000,28910.000000
1498.758704,1.384022,694048.000000,28666.000000
1503.038435,1.385259,685926.000000,28250.000000
1506.243191,1.386859,680148.000000,27909.000000
1509.443626,1.386587,674608.000000,27699.000000
1512.639740,1.388268,668544.000000,27344.000000
1515.831531,1.387622,662594.000000,27141.000000
1519.019001,1.389056,656483.000000,26802.000000
1522.202150,1.390711,650629.000000,26462.000000
1525.380976,1.392543,645306.000000,26135.000000
1528.555481,1.391829,639735.000000,25952.000000
1531.725665,1.393151,634020.000000,25642.000000
1534.891527,1.391541,627659.000000,25479.000000
1538.053067,1.391424,622269.000000,25267.000000
1542.261731,1.392677,615200.000000,24908.000000
1545.413188,1.393478,609827.000000,24645.000000
1548.560322,1.395961,603717.000000,24259.000000
1551.703135,1.394572,598019.000000,24107.000000
1554.841627,1.398825,592181.000000,23639.000000
1557.975797,1.396967,586908.000000,23529.000000
1561.105645,1.395768,581634.000000,23382.000000
1564.231171,1.398003,575359.000000,23011.000000
1567.352376,1.400474,569413.000000,22644.000000
1570.469260,1.399679,564381.000000,22485.000000
1573.581821,1.400329,559167.000000,22244.000000
1576.690061,1.399817,552834.000000,22018.000000
1579.793979,1.398340,545902.000000,21816.000000
1583.925815,1.399889,538160.000000,21430.000000
1587.019649,1.401485,531798.000000,21099.000000
1590.109162,1.399779,525069.000000,20914.000000
1593.194353,1.395249,517012.000000,20809.000000
1596.275223,1.395690,509702.000000,20494.000000
1599.351771,1.395434,501846.000000,20190.000000
1602.423997,1.396881,494194.000000,19816.000000
1605.491902,1.394910,486692.000000,19604.000000
1608.555485,1.392102,478573.000000,19402.000000
1611.614747,1.392741,470336.000000,19040.000000
1614.669686,1.391360,461923.000000,18759.000000
1617.720304,1.390571,453440.000000,18448.000000
1621.781073,1.389847,442060.000000,18015.000000
1624.821607,1.387502,433505.000000,17762.000000
1627.857820,1.384353,424533.000000,17521.000000
1630.889711,1.382688,415861.000000,17229.000000
1633.917280,1.383589,406856.000000,16821.000000
1636.940528,1.377626,398326.000000,16696.000000
1639.959454,1.375052,388738.000000,16391.000000
1642.974059,1.374578,379099.000000,16002.000000
1645.984342,1.371982,369021.000000,15670.000000
1648.990303,1.366394,358096.000000,15403.000000
1651.991942,1.360922,345876.000000,15066.000000
1654.989260,1.355336,330871.000000,14599.000000
1657.982257,1.341251,313599.000000,14293.000000
1661.966196,1.318187,285561.000000,13725.000000
1664.949108,1.292340,259848.000000,13255.000000
1667.927699,1.265006,231057.000000,12552.000000
1670.901969,1.233924,201989.000000,11787.000000
1673.871916,1.208376,173597.000000,10744.000000
1676.837542,1.178595,147503.000000,9777.000000
1679.798846,1.158049,124801.000000,8673.000000
1682.755829,1.148008,105329.000000,7491.000000
1685.708490,1.146240,89413.000000,6385.000000
1688.656830,1.154841,76575.000000,5361.000000
1691.600847,1.162436,66181.000000,4553.000000
1694.540543,1.190623,57404.000000,3701.000000
1698.453416,1.191032,47491.000000,3059.000000
1701.383028,1.213627,41703.000000,2550.000000
