Method:,Hadamard 1,,
1639.959454,1.442754,388738.000000,14025.000000
1642.974059,1.442571,379099.000000,13683.000000
1645.984342,1.433193,369021.000000,13610.000000
1648.990303,1.431390,358096.000000,13262.000000
1651.991942,1.424043,345876.000000,13028.000000
1654.989260,1.417568,330871.000000,12650.000000
1657.982257,1.409446,313599.000000,12216.000000
1661.966196,1.387884,285561.000000,11690.000000
1664.949108,1.366122,259848.000000,11184.000000
1667.927699,1.344104,231057.000000,10462.000000
1670.901969,1.327696,201989.000000,9498.000000
1673.871916,1.301323,173597.000000,8674.000000
1676.837542,1.288845,147503.000000,7585.000000
1679.798846,1.276543,124801.000000,6602.000000
1682.755829,1.275914,105329.000000,5580.000000
1685.708490,1.283015,89413.000000,4660.000000
1688.656830,1.279645,76575.000000,4022.000000
1691.600847,1.286834,66181.000000,3419.000000
1694.540543,1.300607,57404.000000,2873.000000
1698.453416,1.295135,47491.000000,2407.000000
1701.383028,1.295268,41703.000000,2113.000000
