Method:,Hadamard 1,,
1356.618129,1.381726,851003.000000,35335.000000
1360.014478,1.383063,849616.000000,35169.000000
1363.406506,1.385004,847186.000000,34912.000000
1366.794212,1.388370,845120.000000,34558.000000
1370.177596,1.387940,844187.000000,34554.000000
1374.682052,1.390186,841418.000000,34263.000000
1378.055353,1.390328,837589.000000,34096.000000
1381.424332,1.391539,835101.000000,33900.000000
1384.788989,1.393534,832957.000000,33658.000000
1388.149324,1.393037,830471.000000,33596.000000
1391.505338,1.393836,826502.000000,33374.000000
1394.857030,1.392577,822727.000000,33318.000000
1398.204401,1.393527,819381.000000,33110.000000
1401.547450,1.392428,815212.000000,33025.000000
1404.886177,1.391489,810816.000000,32918.000000
1408.220583,1.391335,807007.000000,32775.000000
1411.550667,1.392381,803845.000000,32568.000000
1414.876429,1.392667,800571.000000,32414.000000
1419.304056,1.392776,795411.000000,32197.000000
1422.619735,1.393080,791863.000000,32031.000000
1425.931092,1.392808,789812.000000,31968.000000
1429.238127,1.391751,787498.000000,31952.000000
1432.540841,1.393139,784703.000000,31737.000000
1435.839233,1.392083,781539.000000,31686.000000
1439.133303,1.391243,779314.000000,31657.000000
1442.423052,1.391440,776294.000000,31520.000000
1445.708479,1.391846,773371.000000,31372.000000
1448.989585,1.391510,769695.000000,31247.000000
1452.266369,1.391867,767073.000000,31115.000000
1455.538831,1.392839,762960.000000,30879.000000
1459.895391,1.392724,757300.000000,30658.000000
1463.157769,1.392367,753568.000000,30532.000000
1466.415826,1.393187,749404.000000,30306.000000
1469.669561,1.392171,743755.000000,30148.000000
1472.918975,1.394062,738352.000000,29799.000000
1476.164067,1.391459,733201.000000,29769.000000
1479.404837,1.391872,727341.000000,29503.000000
1482.641285,1.392841,722073.000000,29224.000000
1485.873412,1.394422,716423.000000,28890.000000
1489.101218,1.394138,710602.000000,28674.000000
1492.324701,1.393507,704918.000000,28486.000000
1495.543863,1.396162,699704.000000,28103.000000
1498.758704,1.393968,694048.000000,28017.000000
1503.038435,1.395777,685926.000000,27574.000000
1506.243191,1.395313,680148.000000,27371.000000
1509.443626,1.396868,674608.000000,27051.000000
1512.639740,1.397271,668544.000000,26783.000000
1515.831531,1.397281,662594.000000,26544.000000
1519.019001,1.397978,656483.000000,26257.000000
1522.202150,1.399313,650629.000000,25943.000000
1525.380976,1.400543,645306.000000,25658.000000
1528.555481,1.402399,639735.000000,25328.000000
1531.725665,1.403001,634020.000000,25067.000000
1534.891527,1.401071,627659.000000,24926.000000
1538.053067,1.401527,622269.000000,24686.000000
1542.261731,1.402928,615200.000000,24327.000000
1545.413188,1.405032,609827.000000,23998.000000
1548.560322,1.403764,603717.000000,23827.000000
1551.703135,1.404595,598019.000000,23557.000000
1554.841627,1.406405,592181.000000,23230.000000
1557.975797,1.407088,586908.000000,22987.000000
1561.105645,1.406372,581634.000000,22818.000000
1564.231171,1.407351,575359.000000,22521.000000
1567.352376,1.407200,569413.000000,22296.000000
1570.469260,1.407672,564381.000000,22075.000000
1573.581821,1.410942,559167.000000,21707.000000
1576.690061,1.408503,552834.000000,21582.000000
1579.793979,1.407900,545902.000000,21341.000000
1583.925815,1.408796,538160.000000,20995.000000
1587.019649,1.408687,531798.000000,20752.000000
1590.109162,1.408929,525069.000000,20478.000000
1593.194353,1.404958,517012.000000,20349.000000
1596.275223,1.404336,509702.000000,20090.000000
1599.351771,1.406744,501846.000000,19671.000000
1602.423997,1.403818,494194.000000,19502.000000
1605.491902,1.403207,486692.000000,19233.000000
1608.555485,1.402385,478573.000000,18948.000000
1611.614747,1.400915,470336.000000,18685.000000
1614.669686,1.398526,461923.000000,18452.000000
1617.720304,1.396902,453440.000000,18181.000000
1621.781073,1.396601,442060.000000,17737.000000
1624.821607,1.392816,433505.000000,17546.000000
1627.857820,1.390519,424533.000000,17274.000000
1630.889711,1.393303,415861.000000,16813.000000
1633.917280,1.391378,406856.000000,16522.000000
1636.940528,1.387385,398326.000000,16325.000000
1639.959454,1.387005,388738.000000,15946.000000
1642.974059,1.384905,379099.000000,15626.000000
1645.984342,1.381141,369021.000000,15343.000000
1648.990303,1.375829,358096.000000,15072.000000
1651.991942,1.370777,345876.000000,14728.000000
1654.989260,1.364566,330871.000000,14292.000000
1657.982257,1.351551,313599.000000,13958.000000
1661.966196,1.331129,285561.000000,13322.000000
1664.949108,1.309345,259848.000000,12746.000000
1667.927699,1.282480,231057.000000,12057.000000
1670.901969,1.251942,201989.000000,11308.000000
1673.871916,1.228099,173597.000000,10267.000000
1676.837542,1.201768,147503.000000,9269.000000
1679.798846,1.189721,124801.000000,8063.000000
1682.755829,1.179564,105329.000000,6966.000000
1685.708490,1.179519,89413.000000,5914.000000
1688.656830,1.193182,76575.000000,4908.000000
1691.600847,1.207949,66181.000000,4100.000000
1694.540543,1.221501,57404.000000,3447.000000
1698.453416,1.232254,47491.000000,2782.000000
1701.383028,1.239233,41703.000000,2404.000000
